TYPE,CODE_,CODE_CPT,gwl,a
CPT,17176,17176,2,
CPT,17181,17181,2,
CPT,17188,17188,2,
CPT,17190,17190,2,
CPT,17192,17192,2,
CPT,17195,17195,2,
CPT,17200,17200,2,
CPT,17208,17208,2,
CPT,17216,17216,2,
CPT,17217,17217,2,
CPT,17218,17218,2,
CPT,17224,17224,2,
CPT,17256,17256,2,
CPT,17282,17282,2,
CPT,17290,17290,2,
CPT,17430,17430,2,
CPT,17432,17432,2,
CPT,17447,17447,2,
CPT,17451,17451,2,
CPT,17454,17454,2,
CPT,17458,17458,2,
CPT,17461,17461,2,
CPT,17465,17465,2,
CPT,17477,17477,2,
CPT,17479,17479,2,
CPT,17486,17486,2,
CPT,17527,17527,2,
CPT,17532,17532,2,
CPT,17554,17554,2,
CPT,17560,17560,2,
CPT,17564,17564,2,
CPT,17567,17567,2,
CPT,17580,17580,2,
CPT,17582,17582,2,
CPT,17591,17591,2,
CPT,17607,17607,2,
CPT,17623,17623,2,
CPT,17630,17630,2,
CPT,17632,17632,2,
CPT,17647,17647,2,
CPT,17684,17684,2,
CPT,17685,17685,2,
CPT,17686,17686,2,
CPT,17689,17689,2,
CPT,17690,17690,2,
CPT,17692,17692,2,
CPT,17696,17696,2,
CPT,17853,17853,2,
CPT,17882,17882,2,
CPT,17897,17897,2,
CPT,18510,18510,2,
CPT,18512,18512,2,
CPT,18516,18516,2,
CPT,18527,18527,2,
CPT,18540,18540,2,
CPT,18547,18547,2,
CPT,18549,18549,2,
CPT,18550,18550,2,
CPT,18560,18560,2,
CPT,18561,18561,2,
CPT,18566,18566,2,
CPT,18578,18578,2,
CPT,18621,18621,2,
CPT,18623,18623,2,
CPT,18625,18625,2,
CPT,18629,18629,2,0.8
CPT,18638,18638,2,
CPT,18642,18642,2,
CPT,18732,18732,2,
CPT,18733,18733,2,
CPT,18736,18736,2,
CPT,18742,18742,2,
CPT,18753,18753,2,
CPT,18760,18760,2,
CPT,18813,18813,2,
CPT,18815,18815,2,
CPT,18819,18819,2,
CPT,18822,18822,2,
CPT,18826,18826,2,
CPT,18827,18827,2,
CPT,18831,18831,2,
CPT,18833,18833,2,
CPT,18834,18834,2,
CPT,18842,18842,2,
CPT,18877,18877,2,
CPT,18887,18887,2,
CPT,18905,18905,2,
CPT,18910,18910,2,
CPT,18912,18912,2,
CPT,18915,18915,2,
CPT,18919,18919,2,
CPT,18932,18932,2,
CPT,18938,18938,2,
CPT,18939,18939,2,
CPT,18951,18951,2,
CPT,18962,18962,2,
CPT,18967,18967,2,
CPT,18971,18971,2,
CPT,18977,18977,2,
CPT,18979,18979,2,
CPT,18980,18980,2,
CPT,18986,18986,2,
CPT,18987,18987,2,
CPT,18998,18998,2,
CPT,19005,19005,2,
CPT,19008,19008,2,
CPT,19025,19025,2,
CPT,19034,19034,2,
CPT,19038,19038,2,
CPT,19055,19055,2,
CPT,19090,19090,2,
CPT,19092,19092,2,
CPT,19106,19106,2,
CPT,19116,19116,2,
CPT,19128,19128,2,
CPT,19134,19134,2,
CPT,19136,19136,2,
CPT,19142,19142,2,
CPT,19144,19144,2,
CPT,19159,19159,2,
CPT,19161,19161,2,
CPT,19186,19186,2,
CPT,19188,19188,2,
CPT,19192,19192,2,
CPT,19194,19194,2,
CPT,19500,19500,2,
CPT,19507,19507,2,
CPT,19515,19515,2,
CPT,19524,19524,2,
CPT,19708,19708,2,
CPT,19736,19736,2,
CPT,19750,19750,2,
CPT,19760,19760,2,
CPT,19802,19802,2,
CPT,19803,19803,2,
CPT,19931,19931,2,
CPT,20130,20130,2,
CPT,20184,20184,2,
CPT,20209,20209,2,
CPT,20222,20222,2,
CPT,20330,20330,2,
CPT,20335,20335,2,
CPT,20336,20336,2,0.8
CPT,20337,20337,2,0.8
CPT,20633,20633,2,
CPT,20727,20727,2,
CPT,20739,20739,2,
CPT,20741,20741,2,
CPT,20763,20763,2,
CPT,20764,20764,2,
CPT,20765,20765,2,
CPT,20805,20805,2,
CPT,20811,20811,2,
CPT,20830,20830,2,
CPT,20834,20834,2,
CPT,20836,20836,2,
CPT,20848,20848,2,
CPT,20851,20851,2,
CPT,20853,20853,2,
CPT,20859,20859,2,
CPT,21157,21157,2,
CPT,21178,21178,2,
CPT,21185,21185,2,
CPT,21197,21197,2,
CPT,21198,21198,2,
CPT,21206,21206,2,
CPT,21209,21209,2,
CPT,21223,21223,2,
CPT,21228,21228,2,
CPT,21229,21229,2,
CPT,21308,21308,2,
CPT,21556,21556,2,
CPT,21562,21562,2,
CPT,21775,21775,2,
CPT,22038,22038,2,
CPT,22121,22121,2,
CPT,22254,22254,2,
CPT,22437,22437,2,
CPT,22510,22510,2,
CPT,22515,22515,2,
CPT,22518,22518,2,
CPT,22520,22520,2,
CPT,23004,23004,2,
CPT,23029,23029,2,0.8
CPT,24229,24229,2,
CPT,24248,24248,2,
CPT,24328,24328,2,
CPT,24533,24533,2,0.8
CPT,24545,24545,2,0.8
CPT,25091,25091,2,0.8
CPT,25100,25100,2,0.8
CPT,25101,25101,2,0.8
CPT,30915,30915,2,0.8
CPT,31537,31537,2,
CPT,33277,33277,2,0.8
CPT,34212,34212,2,0.8
CPT,34380,34380,2,
CPT,34453,34453,2,0.81
CPT,35224,35224,2,
CPT,35286,35286,2,
CPT,35287,35287,2,
CPT,35305,35305,2,
CPT,35306,35306,2,
CPT,36186,36186,2,0.8
CPT,36313,36313,2,0.8
CPT,36537,36537,2,
CPT,36734,36734,2,0.81
CPT,36847,36847,2,
CPT,37210,37210,2,
CPT,37820,37820,2,
CPT,37854,37854,2,
CPT,38043,38043,2,
CPT,38051,38051,2,
CPT,38391,38391,2,0.8
CPT,38551,38551,2,0.81
CPT,38821,38821,2,
CPT,40354,40354,2,
CPT,44095,44095,2,
CPT,44150,44150,2,0.8
CPT,45549,45549,2,
CPT,45959,45959,2,
CPT,45971,45971,2,
CPT,47313,47313,2,0.58
CPT,47718,47718,2,
CPT,47735,47735,2,
CPT,47977,47977,2,0.81
CPT,48007,48007,2,
CPT,48066,48066,2,
CPT,49184,49184,2,0.58
CPT,49214,49214,2,0.58
CPT,54011,54011,2,0.58
CPT,54421,54421,2,0.58
CPT,54422,54422,2,0.58
CPT,54607,54607,2,0.58
CPT,54618,54618,2,
CPT,54730,54730,2,0.58
CPT,55071,55071,2,
CPT,55072,55072,2,
CPT,55338,55338,2,0.58
CPT,55671,55671,2,
CPT,55672,55672,2,
CPT,55673,55673,2,
CPT,55916,55916,2,
CPT,55959,55959,2,0.58
CPT,56206,56206,2,
CPT,56207,56207,2,
CPT,56278,56278,2,
CPT,56464,56464,2,
CPT,56465,56465,2,
CPT,56466,56466,2,
CPT,56467,56467,2,
CPT,56468,56468,2,
CPT,56469,56469,2,
CPT,56470,56470,2,
CPT,56471,56471,2,
CPT,56472,56472,2,
CPT,56473,56473,2,
CPT,56474,56474,2,
CPT,56475,56475,2,
CPT,56476,56476,2,
CPT,56477,56477,2,
CPT,56478,56478,2,
CPT,56479,56479,2,
CPT,56480,56480,2,
CPT,56820,56820,2,0.58
CPT,56821,56821,2,0.58
CPT,56823,56823,2,0.58
CPT,56825,56825,2,0.58
CPT,56884,56884,2,
CPT,56974,56974,2,
CPT,56977,56977,2,
CPT,56979,56979,2,
CPT,56980,56980,2,
CPT,56981,56981,2,
CPT,56982,56982,2,
CPT,56983,56983,2,
CPT,56984,56984,2,
CPT,56985,56985,2,
CPT,56986,56986,2,
CPT,56987,56987,2,
CPT,56988,56988,2,
CPT,56998,56998,2,
CPT,56999,56999,2,
CPT,57000,57000,2,
CPT,57002,57002,2,
CPT,57006,57006,2,
CPT,57010,57010,2,
CPT,57011,57011,2,
CPT,57063,57063,2,
CPT,57064,57064,2,
CPT,57068,57068,2,
CPT,57248,57248,2,
CPT,57304,57304,2,
CPT,57305,57305,2,
CPT,57644,57644,2,
CPT,57645,57645,2,
CPT,59056,59056,2,
CPT,59063,59063,2,
CPT,59114,59114,2,
CPT,59115,59115,2,
CPT,59453,59453,2,
CPT,59454,59454,2,
CPT,59782,59782,2,
CPT,61995,61995,2,
CPT,62470,62470,2,
CPT,62471,62471,2,
CPT,62472,62472,2,
CPT,62594,62594,2,
CPT,62765,62765,2,
CPT,64661,64661,2,0.8
CPT,72465,72465,2,0.58
CPT,72466,72466,2,0.58
CPT,72498,72498,2,0.79
CPT,75681,75681,2,
CPT,75682,75682,2,
CPT,75684,75684,2,
CPT,75776,75776,2,
CPT,75798,75798,2,
CPT,75810,75810,2,
CPT,75909,75909,2,
CPT,75910,75910,2,
CPT,75911,75911,2,
CPT,75912,75912,2,
CPT,75913,75913,2,
CPT,75914,75914,2,
CPT,75915,75915,2,
CPT,75916,75916,2,
CPT,76013,76013,2,
CPT,77610,77610,2,
CPT,77611,77611,2,
CPT,77612,77612,2,
CPT,77616,77616,2,
CPT,85060,85060,2,
CPT,85068,85068,2,
CPT,86832,86832,2,0.8
CPT,86834,86834,2,0.8
CPT,87713,87713,2,0.75
CPT,88175,88175,2,0.8
CPT,88231,88231,2,0.79
CPT,88245,88245,2,0.79
CPT,88255,88255,2,
CPT,88454,88454,2,
CPT,88455,88455,2,
CPT,88456,88456,2,
CPT,88482,88482,2,0.8
CPT,88543,88543,2,0.8
CPT,88544,88544,2,0.8
CPT,90640,90640,2,0.75
CPT,90675,90675,2,0.75
CPT,91737,91737,2,0.8
CPT,91779,91779,2,0.75
CPT,91922,91922,2,0.81
CPT,91961,91961,2,0.81
CPT,92033,92033,2,0.81
CPT,92240,92240,2,
CPT,92253,92253,2,
CPT,93542,93542,2,0.81
CPT,93978,93978,2,0.805000007
CPT,94020,94020,2,0.805000007
CPT,94543,94543,2,
CPT,94644,94644,2,0.8
CPT,94649,94649,2,0.8
CPT,94653,94653,2,
CPT,94781,94781,2,
CPT,97234,97234,2,
CPT,99175,99175,2,
CPT,99329,99329,2,0.81
CPT,99578,99578,2,0.75
CPT,100657,100657,2,0.8
CPT,100715,100715,2,0.75
CPT,100721,100721,2,0.75
CPT,100762,100762,2,0.85
CPT,102357,102357,2,0.8
CPT,103248,103248,2,0.8
CPT,103771,103771,2,0.8
CPT,103980,103980,2,
CPT,104003,104003,2,
CPT,104999,104999,2,
CPT,108124,108124,2,0.81
CPT,108129,108129,2,0.81
CPT,108134,108134,2,0.81
CPT,110155,110155,2,
CPT,110159,110159,2,
CPT,114464,114464,2,0.85
CPT,115110,115110,2,0.81
CPT,115862,115862,2,0.79
CPT,115989,115989,2,0.8
CPT,116400,116400,2,
CPT,116403,116403,2,
CPT,116404,116404,2,
CPT,116405,116405,2,
CPT,116406,116406,2,
CPT,116407,116407,2,
CPT,116408,116408,2,
CPT,116411,116411,2,
CPT,116412,116412,2,
CPT,116413,116413,2,
CPT,116414,116414,2,
CPT,116415,116415,2,
CPT,116416,116416,2,
CPT,116418,116418,2,
CPT,116420,116420,2,
CPT,116421,116421,2,
CPT,116447,116447,2,
CPT,116448,116448,2,
CPT,116630,116630,2,
CPT,116775,116775,2,0.75
CPT,121479,121479,2,0.8
CPT,122854,122854,2,
CPT,123156,123156,2,0.8
CPT,123632,123632,2,0.81
CPT,123634,123634,2,0.81
CPT,124083,124083,2,0.81
CPT,124914,124914,2,0.81
CPT,124915,124915,2,0.81
CPT,125772,125772,2,
CPT,126026,126026,2,0.8
CPT,126093,126093,2,0.8
CPT,126777,126777,2,
CPT,128106,128106,2,
CPT,128807,128807,2,0.81
CPT,128886,128886,2,
CPT,129245,129245,2,0.81
CPT,129622,129622,2,0.81
CPT,129859,129859,2,0.8
CPT,129865,129865,2,0.8
CPT,132230,132230,2,0.81
CPT,133647,133647,2,
CPT,133657,133657,2,0.81
CPT,133658,133658,2,0.81
CPT,133659,133659,2,0.81
CPT,133971,133971,2,0.81
CPT,133984,133984,2,0.81
CPT,134009,134009,2,0.81
CPT,134784,134784,2,0.8
CPT,135000,135000,2,
CPT,136359,136359,2,0.81
CPT,139902,139902,2,
CPT,139904,139904,2,
CPT,141041,141041,2,
CPT,141620,141620,2,0.81
CPT,141821,141821,2,0.81
CPT,142459,142459,2,0.8
CPT,143518,143518,2,0.8
CPT,145417,145417,2,0.8
CPT,147369,147369,2,0.8
CPT,149303,149303,2,0.8
CPT,149304,149304,2,0.8
CPT,150479,150479,2,0.81
CPT,150911,150911,2,0.75
CPT,152876,152876,2,0.81
CPT,153162,153162,2,0.8
CPT,153171,153171,2,0.8
CPT,154191,154191,2,
CPT,154449,154449,2,0.8
CPT,155750,155750,2,0.8
CPT,155775,155775,2,0.81
CPT,156195,156195,2,0.8
CPT,156295,156295,2,0.8
CPT,159094,159094,2,0.8
CPT,160313,160313,2,0.8
CPT,161099,161099,2,
CPT,161178,161178,2,0.8
CPT,164146,164146,2,0.7935
CPT,164150,164150,2,0.8
CPT,165086,165086,2,0.8
CPT,165672,165672,2,0.81
CPT,165767,165767,2,0.81
CPT,168273,168273,2,0.77
CPT,168490,168490,2,
CPT,168842,168842,2,0.8
CPT,169868,169868,2,
CPT,170187,170187,2,0.81
CPT,171202,171202,2,
CPT,171315,171315,2,
CPT,171412,171412,2,0.8
CPT,171479,171479,2,
CPT,171729,171729,2,
CPT,172266,172266,2,0.75
CPT,172830,172830,2,0.79
CPT,176257,176257,2,0.75
CPT,178844,178844,2,
CPT,178847,178847,2,
CPT,179119,179119,2,0.8
CPT,181126,181126,2,0.8
CPT,182624,182624,2,0.81
CPT,183528,183528,2,0.78
CPT,184146,184146,2,0.79
CPT,184147,184147,2,0.79
CPT,184753,184753,2,0.81
CPT,185637,185637,2,
CPT,185940,185940,2,0.8
CPT,185965,185965,2,0.78
CPT,188414,188414,2,0.8
CPT,189742,189742,2,0.8
CPT,191274,191274,2,0.8
CPT,194250,194250,2,0.8
CPT,194254,194254,2,0.78
CPT,194401,194401,2,
CPT,194575,194575,2,0.78
CPT,194840,194840,2,
CPT,195154,195154,2,
CPT,195415,195415,2,
CPT,195466,195466,2,0.75
CPT,195467,195467,2,0.75
CPT,195943,195943,2,0.79
CPT,196216,196216,2,0.78
CPT,198030,198030,2,0.79
CPT,198031,198031,2,0.79
CPT,198419,198419,2,0.79
CPT,198990,198990,2,0.79
CPT,200177,200177,2,
CPT,200463,200463,2,0.8
CPT,200780,200780,2,0.79
CPT,204152,204152,2,0.8
CPT,204717,204717,2,0.79
CPT,206380,206380,2,0.81
CPT,208050,208050,2,0.8
CPT,208183,208183,2,
CPT,209630,209630,2,0.79
CPT,211964,211964,2,0.8
CPT,212553,212553,2,0.79
CPT,212680,212680,2,0.8
CPT,212947,212947,2,0.79
CPT,212949,212949,2,0.79
CPT,213276,213276,2,0.78
CPT,216537,216537,2,0.79
CPT,217798,217798,2,0.79
CPT,217966,217966,2,0.79
CPT,218167,218167,2,0.79
CPT,218525,218525,2,0.79
CPT,218531,218531,2,0.8
CPT,218535,218535,2,0.79
CPT,218843,218843,2,
CPT,219893,219893,2,0.8
CPT,220158,220158,2,0.8
CPT,220161,220161,2,0.79
CPT,221404,221404,2,
CPT,221650,221650,2,0.79
CPT,221651,221651,2,0.79
CPT,223879,223879,2,0.8
CPT,224431,224431,2,0.8
CPT,224493,224493,2,
CPT,224540,224540,2,
CPT,224556,224556,2,
CPT,224595,224595,2,
CPT,224607,224607,2,
CPT,224612,224612,2,
CPT,227760,227760,2,0.78
CPT,56007,56007,1.99,
CPT,90616,90616,1.99,0.8
CPT,115902,115902,1.99,0.8
CPT,126396,126396,1.99,0.8
CPT,137370,137370,1.99,0.81
CPT,141582,141582,1.99,0.85
CPT,164144,164144,1.99,0.8
CPT,197868,197868,1.99,0.8
CPT,203337,203337,1.99,0.79
CPT,220764,220764,1.99,0.75
CPT,224566,224566,1.99,0.81
CPT,73448,73448,1.98,
CPT,86833,86833,1.98,
CPT,90363,90363,1.98,0.8
CPT,112432,112432,1.98,
CPT,137329,137329,1.98,0.8
CPT,138045,138045,1.98,
CPT,143377,143377,1.98,0.8
CPT,147601,147601,1.98,0.8
CPT,155566,155566,1.98,0.8
CPT,157116,157116,1.98,0.8
CPT,168877,168877,1.98,0.81
CPT,170186,170186,1.98,0.81
CPT,171662,171662,1.98,0.79
CPT,188382,188382,1.98,0.77
CPT,198800,198800,1.98,0.79
CPT,211055,211055,1.98,0.75
CPT,8773,8773,1.97,0.8
CPT,9428,9428,1.97,
CPT,9889,9889,1.97,0.8
CPT,31252,31252,1.97,0.8
CPT,31272,31272,1.97,0.8
CPT,34350,34350,1.97,
CPT,44075,44075,1.97,0.81
CPT,45702,45702,1.97,0.81
CPT,46633,46633,1.97,0.81
CPT,55112,55112,1.97,0.8
CPT,86826,86826,1.97,
CPT,87006,87006,1.97,
CPT,126036,126036,1.97,0.8
CPT,136159,136159,1.97,0.8
CPT,138978,138978,1.97,0.8
CPT,141818,141818,1.97,0.81
CPT,157736,157736,1.97,0.8
CPT,161014,161014,1.97,0.8
CPT,164152,164152,1.97,0.8
CPT,165067,165067,1.97,0.8
CPT,174760,174760,1.97,0.8
CPT,187634,187634,1.97,0.78
CPT,188754,188754,1.97,0.79
CPT,190677,190677,1.97,0.79
CPT,212683,212683,1.97,0.8
CPT,224521,224521,1.97,0.81
CPT,24286,24286,1.96,0.8
CPT,56883,56883,1.96,
CPT,88186,88186,1.96,0.79
CPT,88883,88883,1.96,
CPT,102502,102502,1.96,0.8
CPT,141553,141553,1.96,0.85
CPT,181048,181048,1.96,0.81
CPT,209182,209182,1.96,0.8
CPT,49572,49572,1.95,
CPT,49603,49603,1.95,
CPT,62522,62522,1.95,
CPT,75948,75948,1.95,0.81
CPT,94767,94767,1.95,
CPT,94768,94768,1.95,
CPT,99161,99161,1.95,
CPT,103994,103994,1.95,
CPT,104031,104031,1.95,
CPT,118009,118009,1.95,0.75
CPT,120571,120571,1.95,0.8
CPT,136102,136102,1.95,0.8
CPT,146920,146920,1.95,0.8
CPT,161715,161715,1.95,0.78
CPT,163480,163480,1.95,0.75
CPT,169579,169579,1.95,0.75
CPT,172007,172007,1.95,0.8
CPT,175150,175150,1.95,0.78
CPT,185885,185885,1.95,0.77
CPT,185941,185941,1.95,0.77
CPT,186340,186340,1.95,0.8
CPT,187482,187482,1.95,0.78
CPT,193679,193679,1.95,
CPT,193878,193878,1.95,
CPT,197892,197892,1.95,0.8
CPT,213444,213444,1.95,0.79
CPT,217645,217645,1.95,0.79
CPT,220129,220129,1.95,0.79
CPT,220629,220629,1.95,0.8
CPT,220752,220752,1.95,0.75
CPT,223099,223099,1.95,0.75
CPT,224451,224451,1.95,0.8
CPT,118811,118811,1.94,
CPT,188666,188666,1.94,0.75
CPT,204177,204177,1.94,
CPT,9053,9053,1.93,0.8
CPT,9753,9753,1.93,0.8
CPT,10363,10363,1.93,
CPT,20021,20021,1.93,
CPT,27769,27769,1.93,0.8
CPT,31251,31251,1.93,0.8
CPT,31466,31466,1.93,
CPT,45469,45469,1.93,0.81
CPT,50012,50012,1.93,
CPT,101565,101565,1.93,
CPT,125113,125113,1.93,0.8
CPT,126128,126128,1.93,0.8
CPT,126129,126129,1.93,0.8
CPT,130337,130337,1.93,0.8
CPT,141820,141820,1.93,0.81
CPT,151011,151011,1.93,0.8
CPT,165070,165070,1.93,0.8
CPT,195468,195468,1.93,0.75
CPT,24869,24869,1.92,
CPT,99410,99410,1.92,
CPT,129860,129860,1.92,0.8
CPT,135293,135293,1.92,0.8
CPT,137369,137369,1.92,0.81
CPT,152967,152967,1.92,
CPT,161198,161198,1.92,0.8
CPT,164156,164156,1.92,0.7935
CPT,165071,165071,1.92,0.8
CPT,174927,174927,1.92,0.8
CPT,183087,183087,1.92,0.78
CPT,183414,183414,1.92,0.8
CPT,193120,193120,1.92,0.78
CPT,193128,193128,1.92,0.8
CPT,194851,194851,1.92,0.8
CPT,200293,200293,1.92,0.8
CPT,224523,224523,1.92,0.81
CPT,224583,224583,1.92,0.81
CPT,224584,224584,1.92,0.81
CPT,13814,13814,1.91,
CPT,153150,153150,1.91,0.8
CPT,155141,155141,1.91,0.8
CPT,196003,196003,1.91,
CPT,18,18,1.9,
CPT,32,32,1.9,
CPT,54,54,1.9,
CPT,57,57,1.9,
CPT,77,77,1.9,
CPT,101,101,1.9,
CPT,176,176,1.9,
CPT,268,268,1.9,
CPT,420,420,1.9,
CPT,485,485,1.9,
CPT,602,602,1.9,
CPT,627,627,1.9,
CPT,656,656,1.9,
CPT,700,700,1.9,
CPT,815,815,1.9,
CPT,844,844,1.9,
CPT,850,850,1.9,
CPT,859,859,1.9,
CPT,882,882,1.9,
CPT,897,897,1.9,
CPT,915,915,1.9,
CPT,956,956,1.9,
CPT,1016,1016,1.9,
CPT,1074,1074,1.9,
CPT,1131,1131,1.9,
CPT,1138,1138,1.9,
CPT,1152,1152,1.9,
CPT,1168,1168,1.9,
CPT,1261,1261,1.9,
CPT,1291,1291,1.9,
CPT,1341,1341,1.9,
CPT,1474,1474,1.9,
CPT,2145,2145,1.9,
CPT,2150,2150,1.9,
CPT,2199,2199,1.9,
CPT,9120,9120,1.9,
CPT,10771,10771,1.9,
CPT,10982,10982,1.9,
CPT,10984,10984,1.9,
CPT,11128,11128,1.9,
CPT,11219,11219,1.9,
CPT,13849,13849,1.9,
CPT,13880,13880,1.9,
CPT,13884,13884,1.9,
CPT,13885,13885,1.9,
CPT,13886,13886,1.9,
CPT,13887,13887,1.9,
CPT,14440,14440,1.9,
CPT,15178,15178,1.9,
CPT,15195,15195,1.9,
CPT,15251,15251,1.9,
CPT,15593,15593,1.9,
CPT,15598,15598,1.9,
CPT,15618,15618,1.9,
CPT,15820,15820,1.9,
CPT,16152,16152,1.9,0.8
CPT,16179,16179,1.9,
CPT,16230,16230,1.9,
CPT,16521,16521,1.9,
CPT,16532,16532,1.9,
CPT,16638,16638,1.9,
CPT,16686,16686,1.9,
CPT,16698,16698,1.9,
CPT,16821,16821,1.9,
CPT,16843,16843,1.9,
CPT,16939,16939,1.9,
CPT,16949,16949,1.9,
CPT,17203,17203,1.9,0.8
CPT,17227,17227,1.9,
CPT,17231,17231,1.9,
CPT,17258,17258,1.9,
CPT,17470,17470,1.9,
CPT,17472,17472,1.9,
CPT,17584,17584,1.9,
CPT,17585,17585,1.9,
CPT,19127,19127,1.9,
CPT,19154,19154,1.9,
CPT,19200,19200,1.9,
CPT,19276,19276,1.9,
CPT,19288,19288,1.9,
CPT,19791,19791,1.9,
CPT,20332,20332,1.9,
CPT,20376,20376,1.9,
CPT,20635,20635,1.9,0.8
CPT,20815,20815,1.9,
CPT,20819,20819,1.9,
CPT,20925,20925,1.9,
CPT,20941,20941,1.9,
CPT,21030,21030,1.9,
CPT,21056,21056,1.9,0.8
CPT,21172,21172,1.9,0.8
CPT,21264,21264,1.9,
CPT,21351,21351,1.9,
CPT,21360,21360,1.9,
CPT,23008,23008,1.9,
CPT,23011,23011,1.9,0.8
CPT,23215,23215,1.9,
CPT,23655,23655,1.9,
CPT,23664,23664,1.9,
CPT,23810,23810,1.9,
CPT,23813,23813,1.9,
CPT,23855,23855,1.9,0.8
CPT,24041,24041,1.9,
CPT,27241,27241,1.9,
CPT,28940,28940,1.9,
CPT,30611,30611,1.9,0.8
CPT,30909,30909,1.9,0.8
CPT,31264,31264,1.9,0.8
CPT,31289,31289,1.9,
CPT,31543,31543,1.9,0.8
CPT,31880,31880,1.9,0.8
CPT,32260,32260,1.9,0.8
CPT,33227,33227,1.9,0.81
CPT,33734,33734,1.9,
CPT,33737,33737,1.9,
CPT,33739,33739,1.9,
CPT,35310,35310,1.9,
CPT,35311,35311,1.9,
CPT,36184,36184,1.9,0.8
CPT,36435,36435,1.9,0.8
CPT,36699,36699,1.9,0.8
CPT,36905,36905,1.9,
CPT,39886,39886,1.9,0.81
CPT,40316,40316,1.9,
CPT,40317,40317,1.9,
CPT,40474,40474,1.9,
CPT,40598,40598,1.9,
CPT,44877,44877,1.9,
CPT,45060,45060,1.9,0.81
CPT,45444,45444,1.9,0.81
CPT,45495,45495,1.9,0.81
CPT,45589,45589,1.9,0.58
CPT,46955,46955,1.9,
CPT,47924,47924,1.9,0.58
CPT,49066,49066,1.9,
CPT,49988,49988,1.9,
CPT,54219,54219,1.9,0.58
CPT,54685,54685,1.9,
CPT,54737,54737,1.9,
CPT,55226,55226,1.9,0.58
CPT,55343,55343,1.9,0.58
CPT,55344,55344,1.9,0.58
CPT,55375,55375,1.9,0.58
CPT,55538,55538,1.9,
CPT,55602,55602,1.9,0.58
CPT,56175,56175,1.9,
CPT,56380,56380,1.9,0.81
CPT,59366,59366,1.9,
CPT,64652,64652,1.9,0.8
CPT,71739,71739,1.9,0.58
CPT,72416,72416,1.9,
CPT,72464,72464,1.9,0.58
CPT,72542,72542,1.9,0.79
CPT,73073,73073,1.9,
CPT,73406,73406,1.9,
CPT,75892,75892,1.9,0.81
CPT,87837,87837,1.9,0.85
CPT,87886,87886,1.9,0.85
CPT,88013,88013,1.9,
CPT,88438,88438,1.9,0.8
CPT,88518,88518,1.9,0.8
CPT,88679,88679,1.9,0.8
CPT,90619,90619,1.9,0.8
CPT,91921,91921,1.9,0.81
CPT,91927,91927,1.9,0.81
CPT,92133,92133,1.9,
CPT,92175,92175,1.9,
CPT,93263,93263,1.9,0.75
CPT,94672,94672,1.9,0.81
CPT,94697,94697,1.9,
CPT,94771,94771,1.9,
CPT,94861,94861,1.9,
CPT,97305,97305,1.9,0.79
CPT,99297,99297,1.9,
CPT,99322,99322,1.9,0.81
CPT,99577,99577,1.9,0.75
CPT,100737,100737,1.9,0.75
CPT,101354,101354,1.9,
CPT,102608,102608,1.9,0.75
CPT,102613,102613,1.9,0.75
CPT,103991,103991,1.9,
CPT,105051,105051,1.9,
CPT,111790,111790,1.9,0.75
CPT,113578,113578,1.9,0.75
CPT,113581,113581,1.9,0.75
CPT,113585,113585,1.9,0.75
CPT,114413,114413,1.9,
CPT,114463,114463,1.9,
CPT,114466,114466,1.9,
CPT,114467,114467,1.9,
CPT,116422,116422,1.9,
CPT,116894,116894,1.9,0.75
CPT,116896,116896,1.9,0.75
CPT,120364,120364,1.9,0.75
CPT,120904,120904,1.9,0.75
CPT,121043,121043,1.9,0.8
CPT,121722,121722,1.9,0.81
CPT,121815,121815,1.9,0.81
CPT,121828,121828,1.9,
CPT,122506,122506,1.9,0.81
CPT,123838,123838,1.9,0.81
CPT,123854,123854,1.9,
CPT,125024,125024,1.9,0.81
CPT,125447,125447,1.9,0.58
CPT,125775,125775,1.9,
CPT,128808,128808,1.9,0.81
CPT,130029,130029,1.9,0.81
CPT,130030,130030,1.9,0.81
CPT,130183,130183,1.9,
CPT,138021,138021,1.9,0.8
CPT,142581,142581,1.9,0.8
CPT,142590,142590,1.9,0.8
CPT,143387,143387,1.9,0.8
CPT,143406,143406,1.9,0.8
CPT,144885,144885,1.9,0.8
CPT,147445,147445,1.9,0.8
CPT,147885,147885,1.9,0.8
CPT,148876,148876,1.9,0.8
CPT,148983,148983,1.9,0.8
CPT,149282,149282,1.9,0.8
CPT,149283,149283,1.9,0.8
CPT,149305,149305,1.9,0.8
CPT,150910,150910,1.9,0.7935
CPT,152038,152038,1.9,0.8
CPT,152966,152966,1.9,
CPT,153149,153149,1.9,0.8
CPT,154302,154302,1.9,0.81
CPT,154303,154303,1.9,0.81
CPT,154304,154304,1.9,0.81
CPT,154305,154305,1.9,0.81
CPT,154701,154701,1.9,0.8
CPT,155803,155803,1.9,0.8
CPT,155804,155804,1.9,0.8
CPT,156429,156429,1.9,0.81
CPT,156433,156433,1.9,0.81
CPT,156736,156736,1.9,0.75
CPT,156933,156933,1.9,
CPT,156936,156936,1.9,
CPT,158369,158369,1.9,0.81
CPT,159096,159096,1.9,0.8
CPT,160760,160760,1.9,0.8
CPT,161166,161166,1.9,0.8
CPT,161510,161510,1.9,0.8
CPT,171214,171214,1.9,
