TYPE,CODE_,CODE_CPT,gwl,a
CPT,92337,92337,6.2,
CPT,117167,117167,6.2,
CPT,125541,125541,6.2,0.81
CPT,133959,133959,6.2,0.81
CPT,134117,134117,6.2,
CPT,141602,141602,6.2,0.85
CPT,147838,147838,6.2,
CPT,158587,158587,6.2,0.8
CPT,167166,167166,6.2,0.81
CPT,174627,174627,6.2,0.8
CPT,174628,174628,6.2,0.8
CPT,179341,179341,6.2,0.8
CPT,181670,181670,6.2,0.81
CPT,192922,192922,6.2,0.81
CPT,218577,218577,6.2,0.8
CPT,94734,94734,6.15,
CPT,91925,91925,6.1,0.81
CPT,92229,92229,6.1,
CPT,94867,94867,6.1,
CPT,123878,123878,6.1,0.81
CPT,125540,125540,6.1,0.81
CPT,153494,153494,6.1,0.81
CPT,166221,166221,6.1,0.75
CPT,167163,167163,6.1,0.81
CPT,167165,167165,6.1,0.81
CPT,181672,181672,6.1,0.81
CPT,181674,181674,6.1,0.81
CPT,188474,188474,6.1,0.8
CPT,205081,205081,6.1,0.8
CPT,205083,205083,6.1,0.8
CPT,213258,213258,6.1,0.79
CPT,213260,213260,6.1,0.79
CPT,219597,219597,6.1,0.79
CPT,166218,166218,6.07,0.75
CPT,141485,141485,6.06,0.85
CPT,166352,166352,6.05,0.75
CPT,216149,216149,6.05,0.75
CPT,187193,187193,6.03,0.79
CPT,1227,1227,6,
CPT,12404,12404,6,
CPT,44722,44722,6,0.81
CPT,130199,130199,6,
CPT,153230,153230,6,0.8
CPT,165676,165676,6,0.81
CPT,180084,180084,6,0.8
CPT,181671,181671,6,0.81
CPT,181680,181680,6,0.81
CPT,209095,209095,6,0.79
CPT,210104,210104,6,0.8
CPT,219634,219634,6,0.75
CPT,219639,219639,6,0.75
CPT,224106,224106,6,0.79
CPT,209974,209974,5.91,0.75
CPT,43894,43894,5.9,0.81
CPT,56143,56143,5.9,
CPT,92266,92266,5.9,
CPT,94782,94782,5.9,
CPT,144882,144882,5.9,0.8
CPT,147219,147219,5.9,0.8
CPT,153504,153504,5.9,0.8
CPT,175415,175415,5.9,0.78
CPT,188475,188475,5.9,0.8
CPT,188476,188476,5.9,0.8
CPT,202207,202207,5.9,0.79
CPT,87942,87942,5.86,0.85
CPT,209976,209976,5.86,0.75
CPT,141494,141494,5.85,0.85
CPT,144721,144721,5.83,0.8
CPT,215289,215289,5.81,0.8
CPT,73435,73435,5.8,
CPT,86481,86481,5.8,0.8
CPT,94784,94784,5.8,
CPT,94785,94785,5.8,
CPT,94786,94786,5.8,
CPT,95016,95016,5.8,
CPT,121816,121816,5.8,0.81
CPT,123621,123621,5.8,
CPT,123622,123622,5.8,
CPT,125443,125443,5.8,
CPT,139005,139005,5.8,0.8
CPT,144761,144761,5.8,0.81
CPT,168498,168498,5.8,
CPT,169049,169049,5.8,0.8
CPT,213259,213259,5.8,0.79
CPT,220460,220460,5.8,0.8
CPT,158258,158258,5.78,0.8
CPT,141594,141594,5.77,0.85
CPT,141583,141583,5.76,0.85
CPT,203825,203825,5.75,0.75
CPT,86482,86482,5.74,0.8
CPT,174912,174912,5.74,0.8
CPT,125035,125035,5.72,0.8
CPT,155196,155196,5.71,0.8
CPT,55,55,5.7,
CPT,264,264,5.7,
CPT,48564,48564,5.7,
CPT,49378,49378,5.7,0.58
CPT,56703,56703,5.7,
CPT,92264,92264,5.7,
CPT,92340,92340,5.7,
CPT,100601,100601,5.7,0.85
CPT,106805,106805,5.7,
CPT,114396,114396,5.7,0.81
CPT,134118,134118,5.7,
CPT,134124,134124,5.7,
CPT,134125,134125,5.7,
CPT,144723,144723,5.7,0.8
CPT,158571,158571,5.7,0.8
CPT,161172,161172,5.7,0.8
CPT,183349,183349,5.7,0.8
CPT,206869,206869,5.7,0.81
CPT,207119,207119,5.7,0.8
CPT,211597,211597,5.7,0.8
CPT,213958,213958,5.7,0.8
CPT,220458,220458,5.7,0.8
CPT,144722,144722,5.68,0.8
CPT,218650,218650,5.65,0.79
CPT,414,414,5.6,
CPT,1463,1463,5.6,
CPT,10717,10717,5.6,
CPT,92281,92281,5.6,
CPT,93260,93260,5.6,0.8
CPT,113496,113496,5.6,0.8
CPT,113499,113499,5.6,0.8
CPT,115956,115956,5.6,0.81
CPT,133953,133953,5.6,0.81
CPT,134126,134126,5.6,
CPT,144764,144764,5.6,0.81
CPT,188473,188473,5.6,0.8
CPT,219630,219630,5.6,0.75
CPT,216150,216150,5.59,0.75
CPT,121066,121066,5.57,0.8
CPT,198852,198852,5.54,0.79
CPT,140,140,5.5,
CPT,652,652,5.5,
CPT,1070,1070,5.5,
CPT,1396,1396,5.5,
CPT,50852,50852,5.5,0.58
CPT,91980,91980,5.5,0.81
CPT,92010,92010,5.5,0.8
CPT,92016,92016,5.5,0.8
CPT,99158,99158,5.5,0.81
CPT,100604,100604,5.5,0.85
CPT,115988,115988,5.5,0.81
CPT,116431,116431,5.5,0.81
CPT,130154,130154,5.5,
CPT,130195,130195,5.5,
CPT,130290,130290,5.5,0.8
CPT,147829,147829,5.5,
CPT,147843,147843,5.5,
CPT,190598,190598,5.5,0.8
CPT,201113,201113,5.5,0.8
CPT,203826,203826,5.5,0.75
CPT,211721,211721,5.5,0.75
CPT,167198,167198,5.48,0.8
CPT,227638,227638,5.46,0.8
CPT,91964,91964,5.43,0.81
CPT,121063,121063,5.43,0.8
CPT,87645,87645,5.4,0.8
CPT,91957,91957,5.4,0.81
CPT,95015,95015,5.4,
CPT,97764,97764,5.4,
CPT,145153,145153,5.4,0.81
CPT,145154,145154,5.4,0.81
CPT,155191,155191,5.4,0.8
CPT,163663,163663,5.4,0.81
CPT,171059,171059,5.4,0.8
CPT,179291,179291,5.4,0.8
CPT,179331,179331,5.4,0.8
CPT,180819,180819,5.4,0.75
CPT,180951,180951,5.4,0.75
CPT,199083,199083,5.4,0.8
CPT,202208,202208,5.4,0.78
CPT,208182,208182,5.4,0.79
CPT,208513,208513,5.4,0.8
CPT,211719,211719,5.4,0.75
CPT,218576,218576,5.4,0.79
CPT,152831,152831,5.36,0.8
CPT,221816,221816,5.36,0.8
CPT,225396,225396,5.36,0.856
CPT,113498,113498,5.34,0.8
CPT,141491,141491,5.33,0.85
CPT,184695,184695,5.33,0.79
CPT,332,332,5.3,
CPT,948,948,5.3,
CPT,1429,1429,5.3,
CPT,1430,1430,5.3,
CPT,1489,1489,5.3,
CPT,47176,47176,5.3,
CPT,91999,91999,5.3,0.8
CPT,92287,92287,5.3,
CPT,92334,92334,5.3,
CPT,103473,103473,5.3,0.81
CPT,121862,121862,5.3,
CPT,123406,123406,5.3,0.8
CPT,126023,126023,5.3,0.8
CPT,138987,138987,5.3,0.8
CPT,141562,141562,5.3,0.85
CPT,158257,158257,5.3,0.8
CPT,160757,160757,5.3,0.8
CPT,182088,182088,5.3,0.8
CPT,194703,194703,5.3,0.81
CPT,204235,204235,5.3,0.78
CPT,206868,206868,5.3,0.81
CPT,210364,210364,5.3,0.81
CPT,213632,213632,5.3,0.81
CPT,213960,213960,5.3,0.8
CPT,219636,219636,5.3,0.75
CPT,86483,86483,5.28,0.8
CPT,113497,113497,5.27,0.8
CPT,158261,158261,5.26,0.8
CPT,161171,161171,5.24,0.8
CPT,97901,97901,5.23,0.81
CPT,143342,143342,5.21,0.8
CPT,255,255,5.2,
CPT,471,471,5.2,
CPT,1439,1439,5.2,
CPT,92232,92232,5.2,
CPT,92265,92265,5.2,
CPT,92267,92267,5.2,
CPT,94571,94571,5.2,
CPT,108091,108091,5.2,0.81
CPT,116477,116477,5.2,0.81
CPT,117221,117221,5.2,
CPT,121861,121861,5.2,
CPT,134119,134119,5.2,
CPT,141514,141514,5.2,0.85
CPT,154250,154250,5.2,0.81
CPT,165740,165740,5.2,0.81
CPT,167164,167164,5.2,0.81
CPT,171056,171056,5.2,0.8
CPT,171057,171057,5.2,0.8
CPT,173498,173498,5.2,0.81
CPT,179336,179336,5.2,0.8
CPT,180080,180080,5.2,0.8
CPT,204237,204237,5.2,0.78
CPT,207121,207121,5.2,0.8
CPT,224252,224252,5.2,0.8
CPT,99360,99360,5.17,
CPT,169048,169048,5.16,0.8
CPT,213989,213989,5.16,0.8
CPT,168557,168557,5.15,0.8
CPT,31458,31458,5.12,
CPT,132,132,5.1,
CPT,31483,31483,5.1,
CPT,95036,95036,5.1,
CPT,95043,95043,5.1,
CPT,95098,95098,5.1,
CPT,109972,109972,5.1,0.81
CPT,115116,115116,5.1,0.81
CPT,133590,133590,5.1,0.8
CPT,167199,167199,5.1,0.8
CPT,183346,183346,5.1,0.8
CPT,205080,205080,5.1,0.8
CPT,210363,210363,5.1,0.81
CPT,213425,213425,5.1,0.8
CPT,213427,213427,5.1,0.8
CPT,221973,221973,5.1,0.75
CPT,221974,221974,5.1,0.75
CPT,222525,222525,5.1,
CPT,224248,224248,5.1,0.8
CPT,224251,224251,5.1,0.8
CPT,153154,153154,5.09,0.8
CPT,159312,159312,5.09,0.79
CPT,159315,159315,5.09,0.75
CPT,216153,216153,5.09,0.75
CPT,93271,93271,5.07,0.8
CPT,158259,158259,5.05,0.8
CPT,158262,158262,5.05,0.8
CPT,180273,180273,5.05,0.79
CPT,221569,221569,5.05,0.8
CPT,121079,121079,5.02,0.8
CPT,121091,121091,5.01,0.8
CPT,76,76,5,
CPT,466,466,5,
CPT,14379,14379,5,
CPT,85065,85065,5,
CPT,88015,88015,5,
CPT,91958,91958,5,0.81
CPT,93285,93285,5,
CPT,93286,93286,5,
CPT,95037,95037,5,
CPT,95088,95088,5,
CPT,102380,102380,5,0.8
CPT,109735,109735,5,0.81
CPT,113500,113500,5,0.8
CPT,122908,122908,5,0.81
CPT,123407,123407,5,0.8
CPT,123885,123885,5,0.81
CPT,125395,125395,5,
CPT,130153,130153,5,
CPT,130431,130431,5,0.8
CPT,134964,134964,5,
CPT,144765,144765,5,0.81
CPT,145145,145145,5,0.81
CPT,156818,156818,5,0.81
CPT,168488,168488,5,
CPT,168556,168556,5,0.8
CPT,169050,169050,5,0.8
CPT,171054,171054,5,0.8
CPT,175417,175417,5,0.8
CPT,183348,183348,5,0.8
CPT,190596,190596,5,0.8
CPT,190600,190600,5,0.8
CPT,190634,190634,5,0.8
CPT,194660,194660,5,0.79
CPT,194702,194702,5,0.81
CPT,204236,204236,5,0.78
CPT,218652,218652,5,0.79
CPT,225590,225590,5,0.8
CPT,139872,139872,4.98,0.8
CPT,152824,152824,4.96,0.8
CPT,150237,150237,4.95,0.8
CPT,212520,212520,4.95,0.8
CPT,224105,224105,4.95,0.79
CPT,121076,121076,4.92,0.8
CPT,92235,92235,4.9,
CPT,94773,94773,4.9,
CPT,99374,99374,4.9,
CPT,102480,102480,4.9,0.8
CPT,109734,109734,4.9,0.81
CPT,123408,123408,4.9,0.8
CPT,132250,132250,4.9,0.81
CPT,133877,133877,4.9,0.85
CPT,139724,139724,4.9,0.81
CPT,139733,139733,4.9,0.81
CPT,143532,143532,4.9,0.8
CPT,144766,144766,4.9,0.81
CPT,145150,145150,4.9,0.81
CPT,147234,147234,4.9,0.8
CPT,147362,147362,4.9,0.75
CPT,165671,165671,4.9,0.81
CPT,171067,171067,4.9,0.8
CPT,175418,175418,4.9,0.78
CPT,176386,176386,4.9,0.8
CPT,188471,188471,4.9,0.8
CPT,210203,210203,4.9,0.81
CPT,213128,213128,4.9,0.81
CPT,219555,219555,4.9,0.8
CPT,114541,114541,4.87,0.8
CPT,126147,126147,4.86,0.8
CPT,172202,172202,4.86,0.75
CPT,161693,161693,4.84,0.75
CPT,152830,152830,4.83,0.8
CPT,161698,161698,4.82,0.75
CPT,72651,72651,4.81,0.8
CPT,131,131,4.8,
CPT,1360,1360,4.8,
CPT,57498,57498,4.8,
CPT,75692,75692,4.8,
CPT,92201,92201,4.8,
CPT,94558,94558,4.8,
CPT,94774,94774,4.8,
CPT,95035,95035,4.8,
CPT,95042,95042,4.8,
CPT,95047,95047,4.8,
CPT,99415,99415,4.8,
CPT,102381,102381,4.8,0.8
CPT,102481,102481,4.8,0.8
CPT,103168,103168,4.8,0.8
CPT,113501,113501,4.8,0.8
CPT,125397,125397,4.8,
CPT,125543,125543,4.8,0.81
CPT,129214,129214,4.8,0.81
CPT,132936,132936,4.8,0.85
CPT,147224,147224,4.8,0.8
CPT,147839,147839,4.8,
CPT,158211,158211,4.8,0.8
CPT,162309,162309,4.8,0.79
CPT,168502,168502,4.8,
CPT,168503,168503,4.8,
CPT,171063,171063,4.8,0.8
CPT,179356,179356,4.8,0.8
CPT,179366,179366,4.8,0.8
CPT,184206,184206,4.8,0.8
CPT,197860,197860,4.8,0.78
CPT,210200,210200,4.8,0.81
CPT,213122,213122,4.8,0.81
CPT,216545,216545,4.79,0.79
CPT,201515,201515,4.77,0.79
CPT,152827,152827,4.76,0.8
CPT,88278,88278,4.75,0.8
CPT,132787,132787,4.75,0.85
CPT,132934,132934,4.75,0.85
CPT,221570,221570,4.75,0.8
CPT,228370,228370,4.75,
CPT,152826,152826,4.71,0.8
CPT,88,88,4.7,
CPT,256,256,4.7,
CPT,653,653,4.7,
CPT,78088,78088,4.7,0.79
CPT,92292,92292,4.7,
CPT,99378,99378,4.7,
CPT,108106,108106,4.7,0.81
CPT,126778,126778,4.7,
CPT,130191,130191,4.7,
CPT,134122,134122,4.7,
CPT,147842,147842,4.7,
CPT,152829,152829,4.7,0.8
CPT,153181,153181,4.7,0.8
CPT,153672,153672,4.7,0.8
CPT,175421,175421,4.7,0.78
CPT,181955,181955,4.7,0.8
CPT,183353,183353,4.7,0.8
CPT,188461,188461,4.7,0.8
CPT,195296,195296,4.7,0.75
CPT,199133,199133,4.7,0.79
CPT,203878,203878,4.7,0.78
CPT,207120,207120,4.7,0.8
CPT,212128,212128,4.7,
CPT,212951,212951,4.7,0.79
CPT,216654,216654,4.7,0.8
CPT,218452,218452,4.7,0.79
CPT,220595,220595,4.7,0.79
CPT,224249,224249,4.7,0.8
CPT,94792,94792,4.69,
CPT,126148,126148,4.68,0.8
CPT,211039,211039,4.67,0.79
CPT,187685,187685,4.66,0.8
CPT,150241,150241,4.65,0.8
CPT,183078,183078,4.65,0.8
CPT,198136,198136,4.65,0.79
CPT,211062,211062,4.65,0.79
CPT,216155,216155,4.65,0.75
CPT,216600,216600,4.65,0.75
CPT,87907,87907,4.64,0.85
CPT,141566,141566,4.63,0.85
CPT,202659,202659,4.63,0.78
CPT,95115,95115,4.62,
CPT,155192,155192,4.62,0.8
CPT,687,687,4.6,
CPT,17601,17601,4.6,
CPT,31334,31334,4.6,0.81
CPT,88222,88222,4.6,0.79
CPT,95022,95022,4.6,
CPT,99419,99419,4.6,
CPT,123409,123409,4.6,0.8
CPT,123875,123875,4.6,0.81
CPT,130197,130197,4.6,
CPT,133597,133597,4.6,
CPT,166474,166474,4.6,0.8
CPT,181604,181604,4.6,0.81
CPT,183343,183343,4.6,0.8
CPT,183350,183350,4.6,0.8
CPT,194588,194588,4.6,
CPT,201110,201110,4.6,0.8
CPT,205813,205813,4.6,0.8
CPT,209332,209332,4.6,
CPT,218524,218524,4.59,0.79
CPT,181187,181187,4.58,0.8
CPT,92291,92291,4.57,
CPT,111756,111756,4.57,0.79
CPT,91945,91945,4.55,0.81
CPT,197861,197861,4.55,0.78
CPT,200162,200162,4.55,0.75
CPT,194659,194659,4.54,0.79
CPT,330,330,4.5,
CPT,1372,1372,4.5,
CPT,1466,1466,4.5,
CPT,92001,92001,4.5,0.8
CPT,92026,92026,4.5,0.8
CPT,94843,94843,4.5,
CPT,95068,95068,4.5,
CPT,95097,95097,4.5,
CPT,95100,95100,4.5,
CPT,97770,97770,4.5,
CPT,109574,109574,4.5,0.81
CPT,109575,109575,4.5,0.81
CPT,109678,109678,4.5,0.81
CPT,117267,117267,4.5,
CPT,117268,117268,4.5,
CPT,121419,121419,4.5,0.81
CPT,121830,121830,4.5,0.81
CPT,123549,123549,4.5,0.81
CPT,125542,125542,4.5,0.81
CPT,125546,125546,4.5,0.81
CPT,130151,130151,4.5,
CPT,133582,133582,4.5,
CPT,134971,134971,4.5,
CPT,138345,138345,4.5,0.81
CPT,140613,140613,4.5,0.81
CPT,147068,147068,4.5,0.85
CPT,147824,147824,4.5,
CPT,150976,150976,4.5,0.8
CPT,156825,156825,4.5,0.8
CPT,157504,157504,4.5,0.8
CPT,158205,158205,4.5,0.8
CPT,159319,159319,4.5,0.79
CPT,165121,165121,4.5,0.8
CPT,174710,174710,4.5,0.8
CPT,174821,174821,4.5,0.79
CPT,175413,175413,4.5,0.78
CPT,181195,181195,4.5,0.8
CPT,187443,187443,4.5,0.8
CPT,198798,198798,4.5,0.8
CPT,199286,199286,4.5,0.79
CPT,203824,203824,4.5,0.75
CPT,205082,205082,4.5,0.8
CPT,208180,208180,4.5,0.79
CPT,213126,213126,4.5,0.81
CPT,214466,214466,4.5,0.8
CPT,95117,95117,4.47,
CPT,97430,97430,4.45,0.79
CPT,148101,148101,4.45,0.8
CPT,150288,150288,4.45,0.8
CPT,181938,181938,4.45,0.8
CPT,196179,196179,4.45,0.8
CPT,158210,158210,4.44,0.8
CPT,87906,87906,4.42,0.85
CPT,324,324,4.4,
CPT,1226,1226,4.4,
CPT,54401,54401,4.4,
CPT,54538,54538,4.4,
CPT,92029,92029,4.4,0.81
CPT,95044,95044,4.4,
CPT,99416,99416,4.4,
CPT,106669,106669,4.4,
CPT,110748,110748,4.4,0.81
CPT,117210,117210,4.4,
CPT,117265,117265,4.4,
CPT,117266,117266,4.4,
CPT,140612,140612,4.4,0.81
CPT,151351,151351,4.4,0.81
CPT,180836,180836,4.4,0.78
CPT,211112,211112,4.4,0.79
CPT,218578,218578,4.4,0.79
CPT,219640,219640,4.4,0.75
CPT,87905,87905,4.39,0.85
CPT,141642,141642,4.38,0.8
CPT,185444,185444,4.38,0.8
CPT,198135,198135,4.34,0.79
CPT,141511,141511,4.33,0.85
CPT,14534,14534,4.3,
CPT,31484,31484,4.3,
CPT,88223,88223,4.3,0.79
CPT,91971,91971,4.3,0.81
CPT,94735,94735,4.3,
CPT,95069,95069,4.3,
CPT,95119,95119,4.3,
CPT,95120,95120,4.3,
CPT,99352,99352,4.3,
CPT,109958,109958,4.3,0.81
CPT,116435,116435,4.3,0.81
CPT,121418,121418,4.3,0.81
CPT,121829,121829,4.3,0.81
CPT,134962,134962,4.3,
CPT,134995,134995,4.3,
CPT,139738,139738,4.3,0.81
CPT,141568,141568,4.3,0.85
CPT,147787,147787,4.3,0.8
CPT,147882,147882,4.3,0.8
CPT,153178,153178,4.3,0.8
CPT,154018,154018,4.3,0.8
CPT,157463,157463,4.3,0.81
CPT,171947,171947,4.3,0.79
CPT,172200,172200,4.3,0.75
CPT,179113,179113,4.3,0.8
CPT,180079,180079,4.3,0.8
CPT,187444,187444,4.3,0.8
CPT,190612,190612,4.3,0.8
CPT,190999,190999,4.3,0.8
CPT,193403,193403,4.3,0.8
CPT,194657,194657,4.3,0.79
CPT,195726,195726,4.3,0.79
CPT,199134,199134,4.3,0.79
CPT,201516,201516,4.3,0.79
CPT,207303,207303,4.3,0.8
CPT,208179,208179,4.3,0.79
CPT,138921,138921,4.28,0.8
CPT,215287,215287,4.28,0.8
CPT,172281,172281,4.26,0.79
CPT,184312,184312,4.26,0.79
CPT,87948,87948,4.25,0.85
CPT,147356,147356,4.25,0.75
CPT,181182,181182,4.25,0.8
CPT,181206,181206,4.25,0.8
CPT,187683,187683,4.25,0.8
CPT,200189,200189,4.25,
CPT,223731,223731,4.25,0.8
CPT,150287,150287,4.24,0.8
CPT,99361,99361,4.23,
CPT,200182,200182,4.23,
CPT,202661,202661,4.23,0.8
CPT,56173,56173,4.22,
CPT,502,502,4.2,
CPT,955,955,4.2,
CPT,14943,14943,4.2,
CPT,15072,15072,4.2,
CPT,16262,16262,4.2,0.8
CPT,31460,31460,4.2,
CPT,36130,36130,4.2,0.81
CPT,72035,72035,4.2,0.8
CPT,72055,72055,4.2,
CPT,72056,72056,4.2,0.8
CPT,75693,75693,4.2,
CPT,86752,86752,4.2,
CPT,91962,91962,4.2,0.81
CPT,92094,92094,4.2,0.81
CPT,92192,92192,4.2,
CPT,92262,92262,4.2,
CPT,94163,94163,4.2,0.8
CPT,95000,95000,4.2,
CPT,99355,99355,4.2,
CPT,99357,99357,4.2,
CPT,99421,99421,4.2,
CPT,100518,100518,4.2,0.8
CPT,112429,112429,4.2,
CPT,117223,117223,4.2,
CPT,121420,121420,4.2,0.81
CPT,123856,123856,4.2,
CPT,129213,129213,4.2,0.81
CPT,134112,134112,4.2,
CPT,134120,134120,4.2,
CPT,139788,139788,4.2,0.81
CPT,147789,147789,4.2,0.8
CPT,153167,153167,4.2,0.8
CPT,157445,157445,4.2,0.81
CPT,157461,157461,4.2,0.8
CPT,168496,168496,4.2,
CPT,171053,171053,4.2,0.8
CPT,174817,174817,4.2,0.8
CPT,181936,181936,4.2,0.8
CPT,181958,181958,4.2,0.8
CPT,188480,188480,4.2,0.8
CPT,199339,199339,4.2,0.8
CPT,203386,203386,4.2,0.8
CPT,205812,205812,4.2,0.8
CPT,207304,207304,4.2,0.8
CPT,209580,209580,4.2,0.79
CPT,211066,211066,4.2,0.79
CPT,217871,217871,4.2,0.79
CPT,224515,224515,4.2,0.81
CPT,99353,99353,4.17,
CPT,153465,153465,4.17,0.8
CPT,143335,143335,4.16,0.8
CPT,195457,195457,4.16,0.78
CPT,213981,213981,4.14,0.8
CPT,213987,213987,4.14,0.8
CPT,172280,172280,4.13,0.8
CPT,216601,216601,4.13,0.7935
CPT,45046,45046,4.12,
CPT,187734,187734,4.12,0.8
CPT,219393,219393,4.11,0.78
CPT,741,741,4.1,
CPT,959,959,4.1,
CPT,982,982,4.1,
CPT,997,997,4.1,
CPT,1369,1369,4.1,
CPT,1448,1448,4.1,
CPT,23336,23336,4.1,
CPT,31482,31482,4.1,
CPT,55592,55592,4.1,0.81
CPT,56701,56701,4.1,
CPT,56706,56706,4.1,
CPT,57496,57496,4.1,
CPT,75696,75696,4.1,
CPT,75759,75759,4.1,
CPT,88224,88224,4.1,0.85
CPT,88257,88257,4.1,0.85
CPT,92024,92024,4.1,
CPT,92100,92100,4.1,0.81
CPT,92101,92101,4.1,0.81
CPT,92197,92197,4.1,
CPT,92210,92210,4.1,
CPT,93220,93220,4.1,0.75
CPT,99326,99326,4.1,0.81
CPT,99359,99359,4.1,
CPT,99362,99362,4.1,
CPT,99365,99365,4.1,
CPT,116443,116443,4.1,0.81
CPT,123879,123879,4.1,0.81
CPT,126599,126599,4.1,0.75
CPT,147808,147808,4.1,0.8
CPT,151038,151038,4.1,0.8
CPT,157462,157462,4.1,0.8
CPT,158561,158561,4.1,0.8
CPT,158938,158938,4.1,0.8
CPT,168492,168492,4.1,
CPT,169382,169382,4.1,0.8
CPT,179324,179324,4.1,0.8
CPT,179330,179330,4.1,0.8
CPT,182687,182687,4.1,
CPT,188463,188463,4.1,0.8
CPT,190626,190626,4.1,0.8
CPT,199084,199084,4.1,0.8
CPT,211754,211754,4.1,
CPT,88181,88181,4.09,0.79
CPT,125115,125115,4.09,0.8
CPT,149849,149849,4.09,0.8
CPT,150289,150289,4.09,0.8
CPT,150293,150293,4.09,0.8
CPT,153158,153158,4.09,0.8
CPT,180831,180831,4.09,0.78
CPT,216653,216653,4.09,0.79
CPT,218651,218651,4.09,0.75
CPT,221809,221809,4.09,0.8
CPT,120573,120573,4.08,0.8
CPT,125032,125032,4.08,0.8
CPT,198130,198130,4.08,0.8
CPT,99358,99358,4.06,
CPT,213990,213990,4.06,0.8
CPT,93274,93274,4.05,0.8
CPT,181186,181186,4.05,0.8
CPT,184313,184313,4.05,0.79
CPT,225592,225592,4.05,0.8
CPT,181189,181189,4.03,0.8
CPT,125030,125030,4.02,0.8
CPT,130458,130458,4.02,0.8
CPT,198077,198077,4.02,0.8
CPT,120570,120570,4.01,0.8
CPT,551,551,4,
CPT,563,563,4,
CPT,613,613,4,
CPT,975,975,4,
CPT,1005,1005,4,
CPT,1176,1176,4,
CPT,12401,12401,4,
CPT,12451,12451,4,
CPT,12454,12454,4,
CPT,14934,14934,4,
CPT,14969,14969,4,
CPT,16185,16185,4,
CPT,16413,16413,4,
CPT,16613,16613,4,
CPT,16660,16660,4,
CPT,16673,16673,4,
CPT,17581,17581,4,
CPT,18805,18805,4,
CPT,19494,19494,4,
CPT,19728,19728,4,
CPT,20129,20129,4,
CPT,20807,20807,4,
CPT,49943,49943,4,0.58
CPT,72050,72050,4,
CPT,88221,88221,4,0.85
CPT,88247,88247,4,0.85
CPT,88888,88888,4,
CPT,91891,91891,4,0.81
CPT,91994,91994,4,
CPT,92261,92261,4,
CPT,95056,95056,4,
CPT,95067,95067,4,
CPT,97435,97435,4,0.8
CPT,97436,97436,4,0.8
CPT,99363,99363,4,
CPT,99369,99369,4,
CPT,99370,99370,4,
CPT,99372,99372,4,
CPT,99373,99373,4,
CPT,99375,99375,4,
CPT,99379,99379,4,
CPT,114989,114989,4,
CPT,114992,114992,4,
CPT,123551,123551,4,0.81
CPT,126597,126597,4,0.75
CPT,129957,129957,4,0.79
CPT,130141,130141,4,
CPT,130150,130150,4,
CPT,130152,130152,4,
CPT,134116,134116,4,
CPT,139179,139179,4,0.8
CPT,150091,150091,4,0.8
CPT,158212,158212,4,0.8
CPT,161773,161773,4,0.8
CPT,161774,161774,4,0.8
CPT,165122,165122,4,0.8
CPT,165125,165125,4,0.8
CPT,165748,165748,4,
CPT,167362,167362,4,0.8
CPT,170599,170599,4,0.77
CPT,172205,172205,4,0.75
CPT,175479,175479,4,0.79
CPT,180947,180947,4,0.75
CPT,181175,181175,4,0.8
CPT,181178,181178,4,0.8
CPT,181198,181198,4,0.8
CPT,181200,181200,4,0.8
CPT,181207,181207,4,0.79
CPT,182074,182074,4,0.8
CPT,183345,183345,4,0.8
CPT,185327,185327,4,0.8
CPT,195730,195730,4,0.8
CPT,198907,198907,4,0.8
CPT,202660,202660,4,0.8
CPT,210144,210144,4,0.75
CPT,210381,210381,4,0.81
CPT,213630,213630,4,0.81
CPT,221571,221571,4,0.8
CPT,90359,90359,3.98,0.8
CPT,93277,93277,3.96,0.8
CPT,180820,180820,3.93,0.78
CPT,180822,180822,3.93,0.79
CPT,180953,180953,3.93,0.78
CPT,180959,180959,3.93,0.79
CPT,94732,94732,3.92,
CPT,8947,8947,3.91,
CPT,78073,78073,3.91,0.79
CPT,78078,78078,3.91,0.79
CPT,121768,121768,3.91,
CPT,446,446,3.9,
CPT,952,952,3.9,
CPT,10181,10181,3.9,0.8
CPT,15844,15844,3.9,
CPT,15923,15923,3.9,
CPT,16511,16511,3.9,
CPT,20687,20687,3.9,
CPT,20726,20726,3.9,0.8
CPT,20757,20757,3.9,
CPT,31467,31467,3.9,
CPT,36565,36565,3.9,
CPT,36586,36586,3.9,
CPT,55586,55586,3.9,0.81
CPT,56153,56153,3.9,
CPT,56168,56168,3.9,
CPT,59032,59032,3.9,0.58
CPT,72065,72065,3.9,
CPT,92189,92189,3.9,
CPT,99599,99599,3.9,0.75
CPT,100515,100515,3.9,0.8
CPT,105792,105792,3.9,
CPT,109591,109591,3.9,0.81
CPT,121041,121041,3.9,0.8
CPT,122502,122502,3.9,0.81
CPT,123574,123574,3.9,
CPT,126494,126494,3.9,0.75
CPT,126594,126594,3.9,0.75
CPT,126596,126596,3.9,0.75
CPT,134026,134026,3.9,0.81
CPT,141593,141593,3.9,0.85
CPT,145223,145223,3.9,0.8
CPT,149848,149848,3.9,0.8
CPT,165090,165090,3.9,0.8
CPT,174646,174646,3.9,0.79
CPT,174916,174916,3.9,0.8
CPT,178948,178948,3.9,0.81
CPT,179294,179294,3.9,0.8
CPT,183344,183344,3.9,0.8
CPT,192397,192397,3.9,0.8
CPT,192455,192455,3.9,0.8
