File Name,File Key,Layer,Start Depth,End Depth,Depth,Measured Vs,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean),Depth_vs,Subset_Region,Subset_Geology,A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT_124801_Raw01_result_layers_stats.csv,124801,15,17.88,19,18.44,233.4,18.5,1.12,3.219723469,0.027677672,1.208288178,203.4802987,247.7151462,393.9052991,167.7484562,152.1961,174.382577,354.0093823,2.39704083,18.5,6,4,0.137184532,-0.059525762,-0.523356803,0.330288147,0.427583899,0.291502116,-0.416569697
SCPT_124802_Raw01_result_layers_stats.csv,124802,1,0.03,1.14,0.585,105.4,1,1.11,0.933394685,0.017352715,0.039452069,82.13181491,99.98655728,166.2643131,82.84167968,94.76019036,51.50037643,132.5581577,2.706456065,1,6,4,0.249437181,0.052726886,-0.455816134,0.240831324,0.106413248,0.716173519,-0.229258839
SCPT_124802_Raw01_result_layers_stats.csv,124802,2,1.15,3.15,2.15,112.7,2,2,0.841640191,0.025773001,0.025379482,99.79086911,121.4845363,183.5731211,122.7704058,154.678834,77.77881623,199.6499364,2.895903701,2,6,4,0.121652734,-0.07505756,-0.487883647,-0.085586571,-0.316621508,0.370860312,-0.571836094
SCPT_124802_Raw01_result_layers_stats.csv,124802,3,3.16,4.42,3.79,148.3,4,1.26,1.434988414,0.008229134,0.02745965,111.097478,135.2491037,238.5280936,125.0641346,106.2173208,90.2963993,201.1841519,2.327550972,4,6,4,0.288829253,0.092118958,-0.475249847,0.170410567,0.333750058,0.496139664,-0.304983418
SCPT_124802_Raw01_result_layers_stats.csv,124802,4,4.43,5.62,5.025,182.6,5,1.19,2.178279373,0.005687691,,124.836705,151.9751192,287.3266817,129.2558092,95.10867913,100.645321,206.6943969,2.027723891,5,6,4,0.380291445,0.18358115,-0.453321864,0.34550451,0.65227774,0.595695305,-0.123943391
SCPT_124802_Raw01_result_layers_stats.csv,124802,5,5.63,6.85,6.24,172.9,6,1.22,2.327708102,0.015700911,0.010661539,142.3554648,173.3023049,301.1455798,147.0759692,129.1961748,117.4309538,249.3150905,2.183446169,6,6,4,0.19438619,-0.002324104,-0.554880409,0.161764142,0.291381409,0.386862859,-0.366004127
SCPT_124802_Raw01_result_layers_stats.csv,124802,6,6.86,8.47,7.665,167.1,7.5,1.61,1.07158336,0.021872505,0.271332577,136.209931,165.8207855,233.7967751,140.5297607,155.4459371,114.293639,272.6121126,2.745292884,7.5,6,4,0.20439513,0.007684836,-0.33585982,0.173173149,0.072294436,0.379821518,-0.489457516
SCPT_124802_Raw01_result_layers_stats.csv,124802,7,8.48,9.68,9.08,282.7,9,1.2,4.746574338,0.021356801,0.004020146,178.2439097,216.9925858,410.3079698,172.4439108,141.6790004,148.1925966,286.8923658,1.919645551,9,6,4,0.461233373,0.264523079,-0.372521759,0.494314236,0.690822327,0.645873509,-0.014720849
SCPT_124802_Raw01_result_layers_stats.csv,124802,8,9.69,10.82,10.255,231,10.5,1.13,6.767421711,0.035094974,0.0004,201.8619325,245.7449614,475.2311143,196.5931892,173.3016456,168.1248823,316.4439711,1.863762006,10.5,6,4,0.134833749,-0.061876545,-0.721383532,0.161281146,0.287384018,0.31771066,-0.314728489
SCPT_124802_Raw01_result_layers_stats.csv,124802,9,10.83,11.82,11.325,228.6,11.5,0.99,5.229054396,0.248765977,0.54656383,243.4069206,296.3214686,440.7075241,250.4919633,395.7292831,195.9317376,417.7965685,2.54221345,11.5,6,4,-0.062760862,-0.259471156,-0.656407693,-0.091453086,-0.548756598,0.15420743,-0.603020884
