TYPE,CODE,CODE_CPT,gwl,a
CPT,36758,,2.2,0.8
CPT,37741,,2.2,
CPT,44960,,2.2,
CPT,44961,,2.2,
CPT,45626,,2.2,
CPT,46715,,2.2,0.81
CPT,46952,,2.2,
CPT,47918,,2.2,0.58
CPT,48004,,2.2,
CPT,49189,,2.2,0.58
CPT,55057,,2.2,
CPT,56027,,2.2,0.58
CPT,56826,,2.2,0.58
CPT,57511,,2.2,0.58
CPT,59671,,2.2,
CPT,62773,,2.2,
CPT,64657,,2.2,0.8
CPT,71994,,2.2,0.85
CPT,75697,,2.2,
CPT,75950,,2.2,0.81
CPT,76019,,2.2,
CPT,76183,,2.2,0.58
CPT,85072,,2.2,
CPT,86757,,2.2,
CPT,86885,,2.2,
CPT,87748,,2.2,0.79
CPT,87813,,2.2,0.8
CPT,88012,,2.2,
CPT,88702,,2.2,0.85
CPT,88714,,2.2,0.81
CPT,91984,,2.2,0.81
CPT,93588,,2.2,0.801999986171722
CPT,93699,,2.2,0.827000021934509
CPT,94118,,2.2,0.81
CPT,94447,,2.2,0.81
CPT,94647,,2.2,0.8
CPT,94671,,2.2,0.81
CPT,94681,,2.2,0.81
CPT,94690,,2.2,0.8
CPT,94737,,2.2,
CPT,94738,,2.2,
CPT,94841,,2.2,
CPT,97766,,2.2,
CPT,99408,,2.2,
CPT,100714,,2.2,0.75
CPT,100732,,2.2,0.75
CPT,102503,,2.2,0.8
CPT,102524,,2.2,0.75
CPT,102934,,2.2,0.75
CPT,103393,,2.2,
CPT,104875,,2.2,
CPT,110916,,2.2,0.81
CPT,112247,,2.2,
CPT,112298,,2.2,0.75
CPT,112300,,2.2,0.75
CPT,112309,,2.2,0.75
CPT,113472,,2.2,0.8
CPT,116777,,2.2,0.75
CPT,119218,,2.2,0.8
CPT,122906,,2.2,0.81
CPT,123592,,2.2,
CPT,123802,,2.2,
CPT,123832,,2.2,0.81
CPT,123834,,2.2,0.81
CPT,123892,,2.2,0.81
CPT,123894,,2.2,0.81
CPT,123897,,2.2,0.81
CPT,125105,,2.2,0.8
CPT,125481,,2.2,0.8
CPT,126296,,2.2,
CPT,126449,,2.2,0.75
CPT,126450,,2.2,0.75
CPT,126451,,2.2,0.75
CPT,126454,,2.2,0.75
CPT,126467,,2.2,0.75
CPT,126468,,2.2,0.75
CPT,126476,,2.2,0.75
CPT,126781,,2.2,
CPT,128443,,2.2,0.75
CPT,129125,,2.2,0.58
CPT,130137,,2.2,
CPT,137708,,2.2,0.58
CPT,138070,,2.2,0.8
CPT,138922,,2.2,0.8
CPT,139174,,2.2,0.8
CPT,139175,,2.2,0.8
CPT,140616,,2.2,0.81
CPT,143369,,2.2,0.8
CPT,143390,,2.2,0.8
CPT,148913,,2.2,0.8
CPT,149257,,2.2,0.8
CPT,149307,,2.2,0.8
CPT,150475,,2.2,0.81
CPT,151261,,2.2,0.81
CPT,151281,,2.2,0.8
CPT,152044,,2.2,0.8
CPT,155129,,2.2,0.8
CPT,156431,,2.2,0.81
CPT,157118,,2.2,0.8
CPT,157121,,2.2,0.8
CPT,157122,,2.2,0.8
CPT,158179,,2.2,0.8
CPT,159557,,2.2,0.75
CPT,164027,,2.2,0.8
CPT,164028,,2.2,0.8
CPT,164029,,2.2,0.8
CPT,164030,,2.2,0.8
CPT,164032,,2.2,0.8
CPT,165742,,2.2,0.81
CPT,169853,,2.2,0.81
CPT,174786,,2.2,0.8
CPT,174813,,2.2,0.79
CPT,175173,,2.2,0.79
CPT,175175,,2.2,0.79
CPT,175177,,2.2,0.78
CPT,175323,,2.2,0.78
CPT,176255,,2.2,0.75
CPT,181120,,2.2,0.8
CPT,182625,,2.2,0.81
CPT,183354,,2.2,0.78
CPT,184486,,2.2,0.8
CPT,184758,,2.2,0.81
CPT,185498,,2.2,0.79
CPT,186888,,2.2,0.81
CPT,190675,,2.2,0.79
CPT,192247,,2.2,0.78
CPT,194654,,2.2,0.78
CPT,194826,,2.2,
CPT,196000,,2.2,
CPT,196602,,2.2,0.8
CPT,198738,,2.2,0.79
CPT,198989,,2.2,0.79
CPT,199285,,2.2,0.79
CPT,203879,,2.2,0.78
CPT,206379,,2.2,0.81
CPT,206552,,2.2,0.78
CPT,207218,,2.2,0.79
CPT,210054,,2.2,0.8
CPT,211051,,2.2,0.8
CPT,213087,,2.2,0.81
CPT,213156,,2.2,0.81
CPT,213394,,2.2,0.8
CPT,216990,,2.2,0.75
CPT,217365,,2.2,
CPT,217895,,2.2,0.78
CPT,218083,,2.2,0.79
CPT,218170,,2.2,0.8
CPT,221793,,2.2,
CPT,221837,,2.2,
CPT,223728,,2.2,0.8
CPT,224505,,2.2,0.81
CPT,224506,,2.2,0.81
CPT,224519,,2.2,0.81
CPT,224524,,2.2,0.81
CPT,224533,,2.2,0.81
CPT,224548,,2.2,
CPT,224555,,2.2,
CPT,224579,,2.2,0.81
CPT,224610,,2.2,
CPT,227751,,2.2,0.78
CPT,228377,,2.2,
CPT,9317,,2.19,0.8
CPT,14062,,2.19,
CPT,55163,,2.19,0.81
CPT,71991,,2.19,0.85
CPT,143398,,2.19,0.8
CPT,216427,,2.19,0.8
CPT,8930,,2.18,
CPT,9417,,2.18,
CPT,9427,,2.18,
CPT,55089,,2.18,0.81
CPT,56210,,2.18,0.81
CPT,94000,,2.18,0.805000007152557
CPT,125730,,2.18,0.8
CPT,138063,,2.18,0.8
CPT,143392,,2.18,0.8
CPT,174352,,2.18,0.8
CPT,195998,,2.18,
CPT,9838,,2.17,0.8
CPT,9867,,2.17,0.8
CPT,28941,,2.17,
CPT,57594,,2.17,
CPT,87000,,2.17,0.81
CPT,93587,,2.17,0.801999986171722
CPT,99411,,2.17,
CPT,102458,,2.17,0.8
CPT,125658,,2.17,0.8
CPT,141482,,2.17,0.85
CPT,141816,,2.17,0.81
CPT,144301,,2.17,0.8
CPT,155408,,2.17,0.8
CPT,157117,,2.17,0.8
CPT,167368,,2.17,0.8
CPT,170188,,2.17,0.81
CPT,176256,,2.17,0.75
CPT,209183,,2.17,0.8
CPT,99409,,2.16,
CPT,99765,,2.16,0.8
CPT,183519,,2.16,0.78
CPT,211049,,2.16,0.78
CPT,224525,,2.16,0.81
CPT,8755,,2.15,0.8
CPT,13738,,2.15,
CPT,35940,,2.15,
CPT,62527,,2.15,
CPT,63272,,2.15,
CPT,92043,,2.15,
CPT,94761,,2.15,
CPT,97427,,2.15,0.79
CPT,99163,,2.15,
CPT,99407,,2.15,
CPT,112441,,2.15,
CPT,112526,,2.15,
CPT,125557,,2.15,0.8
CPT,136598,,2.15,0.81
CPT,141518,,2.15,0.85
CPT,142588,,2.15,0.8
CPT,145425,,2.15,0.8
CPT,147072,,2.15,0.85
CPT,147883,,2.15,0.8
CPT,148834,,2.15,0.8
CPT,161183,,2.15,0.8
CPT,188417,,2.15,0.8
CPT,195618,,2.15,0.79
CPT,199269,,2.15,0.8
CPT,205314,,2.15,0.79
CPT,211037,,2.15,0.75
CPT,211099,,2.15,0.79
CPT,211941,,2.15,0.78
CPT,214003,,2.15,0.79
CPT,217643,,2.15,0.79
CPT,222552,,2.15,0.79
CPT,92045,,2.14,
CPT,93712,,2.14,0.827000021934509
CPT,132829,,2.14,0.85
CPT,144251,,2.14,0.8
CPT,164149,,2.14,0.7935
CPT,170610,,2.14,0.77
CPT,175756,,2.14,0.8
CPT,186216,,2.14,0.79
CPT,211944,,2.14,0.8
CPT,8920,,2.13,
CPT,9399,,2.13,
CPT,9673,,2.13,0.8
CPT,34444,,2.13,0.81
CPT,55077,,2.13,0.81
CPT,104992,,2.13,
CPT,122921,,2.13,
CPT,144707,,2.13,0.85
CPT,168839,,2.13,0.8
CPT,198737,,2.13,0.79
CPT,99412,,2.12,
CPT,132788,,2.12,0.85
CPT,136606,,2.12,0.81
CPT,161180,,2.12,0.8
CPT,76272,,2.11,0.79
CPT,93584,,2.11,0.563000023365021
CPT,119037,,2.11,0.8
CPT,126096,,2.11,0.8
CPT,164147,,2.11,0.8
CPT,184488,,2.11,0.8
CPT,189099,,2.11,0.81
CPT,224292,,2.11,0.8
CPT,48,,2.1,
CPT,49,,2.1,
CPT,50,,2.1,
CPT,73,,2.1,
CPT,99,,2.1,
CPT,135,,2.1,
CPT,225,,2.1,
CPT,231,,2.1,
CPT,293,,2.1,
CPT,518,,2.1,
CPT,522,,2.1,
CPT,646,,2.1,
CPT,694,,2.1,
CPT,709,,2.1,
CPT,738,,2.1,
CPT,795,,2.1,
CPT,842,,2.1,
CPT,857,,2.1,
CPT,869,,2.1,
CPT,906,,2.1,
CPT,939,,2.1,
CPT,1013,,2.1,
CPT,1088,,2.1,
CPT,1110,,2.1,
CPT,1118,,2.1,
CPT,1220,,2.1,
CPT,1265,,2.1,
CPT,1315,,2.1,
CPT,1414,,2.1,
CPT,2191,,2.1,
CPT,9007,,2.1,0.8
CPT,9165,,2.1,
CPT,9259,,2.1,0.8
CPT,9701,,2.1,
CPT,10002,,2.1,
CPT,10211,,2.1,
CPT,11547,,2.1,
CPT,11550,,2.1,
CPT,11563,,2.1,
CPT,13804,,2.1,
CPT,13806,,2.1,
CPT,13807,,2.1,
CPT,13858,,2.1,
CPT,13877,,2.1,
CPT,14026,,2.1,
CPT,14080,,2.1,
CPT,14434,,2.1,
CPT,15588,,2.1,
CPT,15602,,2.1,
CPT,15670,,2.1,
CPT,15788,,2.1,
CPT,15986,,2.1,
CPT,16202,,2.1,
CPT,16432,,2.1,
CPT,16440,,2.1,
CPT,16517,,2.1,
CPT,16529,,2.1,
CPT,16535,,2.1,
CPT,16650,,2.1,
CPT,16846,,2.1,0.8
CPT,16849,,2.1,0.8
CPT,16874,,2.1,
CPT,16940,,2.1,
CPT,17006,,2.1,
CPT,17034,,2.1,
CPT,17053,,2.1,
CPT,18944,,2.1,
CPT,19013,,2.1,
CPT,19170,,2.1,
CPT,19283,,2.1,
CPT,20806,,2.1,
CPT,20847,,2.1,
CPT,20872,,2.1,0.8
CPT,20950,,2.1,
CPT,21049,,2.1,0.8
CPT,21171,,2.1,
CPT,21590,,2.1,
CPT,23247,,2.1,
CPT,23327,,2.1,
CPT,23423,,2.1,
CPT,24541,,2.1,0.8
CPT,25076,,2.1,
CPT,25077,,2.1,
CPT,28944,,2.1,
CPT,29097,,2.1,0.8
CPT,30089,,2.1,
CPT,30157,,2.1,
CPT,31280,,2.1,
CPT,31296,,2.1,
CPT,31297,,2.1,
CPT,31332,,2.1,0.81
CPT,31363,,2.1,0.8
CPT,33317,,2.1,0.8
CPT,33358,,2.1,0.8
CPT,34191,,2.1,0.8
CPT,35181,,2.1,
CPT,36634,,2.1,0.8
CPT,36735,,2.1,0.81
CPT,40580,,2.1,0.58
CPT,44149,,2.1,0.8
CPT,44962,,2.1,
CPT,44983,,2.1,0.58
CPT,45063,,2.1,0.8
CPT,45406,,2.1,0.81
CPT,45462,,2.1,0.81
CPT,45496,,2.1,0.81
CPT,45541,,2.1,0.81
CPT,45544,,2.1,0.81
CPT,45615,,2.1,
CPT,46608,,2.1,0.58
CPT,47733,,2.1,
CPT,47734,,2.1,
CPT,47741,,2.1,
CPT,47943,,2.1,0.58
CPT,47944,,2.1,0.58
CPT,47945,,2.1,0.58
CPT,49181,,2.1,0.58
CPT,50002,,2.1,0.81
CPT,54728,,2.1,0.58
CPT,55108,,2.1,0.8
CPT,55571,,2.1,
CPT,55605,,2.1,0.58
CPT,55788,,2.1,
CPT,56411,,2.1,0.58
CPT,56412,,2.1,0.58
CPT,56425,,2.1,0.58
CPT,56552,,2.1,0.81
CPT,56852,,2.1,
CPT,56853,,2.1,
CPT,56854,,2.1,
CPT,56855,,2.1,
CPT,56897,,2.1,0.58
CPT,57841,,2.1,
CPT,59672,,2.1,
CPT,59738,,2.1,
CPT,61996,,2.1,
CPT,62494,,2.1,
CPT,62994,,2.1,
CPT,72549,,2.1,0.8
CPT,75695,,2.1,
CPT,75808,,2.1,
CPT,75955,,2.1,0.81
CPT,76018,,2.1,
CPT,76180,,2.1,0.58
CPT,76187,,2.1,0.58
CPT,78353,,2.1,
CPT,85061,,2.1,
CPT,86825,,2.1,
CPT,86831,,2.1,0.8
CPT,87939,,2.1,0.85
CPT,88003,,2.1,
CPT,88254,,2.1,
CPT,88351,,2.1,0.8
CPT,88477,,2.1,0.75
CPT,88478,,2.1,0.75
CPT,88479,,2.1,0.75
CPT,88480,,2.1,0.75
CPT,88481,,2.1,0.75
CPT,88588,,2.1,0.85
CPT,88792,,2.1,0.81
CPT,88886,,2.1,
CPT,90635,,2.1,0.8
CPT,90674,,2.1,0.75
CPT,90677,,2.1,0.75
CPT,92208,,2.1,
CPT,92244,,2.1,
CPT,92254,,2.1,
CPT,92255,,2.1,
CPT,94401,,2.1,0.579999983310699
CPT,94563,,2.1,
CPT,94564,,2.1,
CPT,94639,,2.1,0.8
CPT,94646,,2.1,0.8
CPT,97252,,2.1,0.81
CPT,99167,,2.1,
CPT,99307,,2.1,0.81
CPT,99785,,2.1,0.81
CPT,100528,,2.1,
CPT,100717,,2.1,0.75
CPT,100719,,2.1,0.75
CPT,100724,,2.1,0.75
CPT,100753,,2.1,0.75
CPT,100756,,2.1,0.75
CPT,102227,,2.1,0.8
CPT,102229,,2.1,0.75
CPT,102230,,2.1,
CPT,102790,,2.1,0.79
CPT,103003,,2.1,
CPT,104181,,2.1,0.75
CPT,104290,,2.1,0.75
CPT,105819,,2.1,
CPT,106799,,2.1,
CPT,107931,,2.1,0.79
CPT,110919,,2.1,0.81
CPT,110932,,2.1,0.81
CPT,112308,,2.1,0.75
CPT,112421,,2.1,
CPT,114318,,2.1,0.75
CPT,116774,,2.1,0.75
CPT,117991,,2.1,0.75
CPT,118127,,2.1,0.75
CPT,119207,,2.1,0.8
CPT,123593,,2.1,
CPT,123619,,2.1,
CPT,123848,,2.1,
CPT,124033,,2.1,0.81
CPT,125267,,2.1,0.81
CPT,125432,,2.1,
CPT,125449,,2.1,0.75
CPT,125501,,2.1,0.58
CPT,125523,,2.1,0.8
CPT,125977,,2.1,0.8
CPT,126498,,2.1,0.81
CPT,128899,,2.1,
CPT,129054,,2.1,0.8
CPT,129247,,2.1,0.81
CPT,130136,,2.1,
CPT,132228,,2.1,0.81
CPT,133555,,2.1,0.8
CPT,134997,,2.1,
CPT,136852,,2.1,0.8
CPT,137326,,2.1,0.8
CPT,138136,,2.1,
CPT,138224,,2.1,
CPT,138949,,2.1,
CPT,139011,,2.1,0.8
CPT,139630,,2.1,0.8
CPT,144720,,2.1,0.8
CPT,145423,,2.1,0.8
CPT,146910,,2.1,0.8
CPT,147194,,2.1,0.75
CPT,147195,,2.1,0.75
CPT,149906,,2.1,0.8
CPT,150260,,2.1,0.8
CPT,151479,,2.1,0.8
CPT,151484,,2.1,0.8
CPT,152041,,2.1,0.8
CPT,152042,,2.1,0.8
CPT,153180,,2.1,0.8
CPT,155128,,2.1,0.8
CPT,155144,,2.1,0.8
CPT,157764,,2.1,0.75
CPT,157773,,2.1,0.75
CPT,157774,,2.1,0.75
CPT,157777,,2.1,0.75
CPT,157778,,2.1,0.75
CPT,158412,,2.1,0.7935
CPT,158413,,2.1,0.8
CPT,159107,,2.1,0.8
CPT,159558,,2.1,0.75
CPT,160802,,2.1,0.8
CPT,161758,,2.1,0.8
CPT,171211,,2.1,
CPT,172279,,2.1,0.8
CPT,173816,,2.1,0.79
CPT,175132,,2.1,0.78
CPT,175133,,2.1,0.78
CPT,175148,,2.1,0.78
CPT,175151,,2.1,0.79
CPT,178657,,2.1,0.8
CPT,180090,,2.1,0.81
CPT,180206,,2.1,
CPT,181121,,2.1,0.8
CPT,181585,,2.1,0.81
CPT,181593,,2.1,0.81
CPT,183465,,2.1,0.79
CPT,183467,,2.1,0.79
CPT,184783,,2.1,0.81
CPT,186476,,2.1,0.8
CPT,189218,,2.1,0.79
CPT,192190,,2.1,0.8
CPT,192634,,2.1,
CPT,193018,,2.1,
CPT,193020,,2.1,
CPT,194640,,2.1,
CPT,194706,,2.1,0.81
CPT,196784,,2.1,0.78
CPT,197556,,2.1,0.8
CPT,197948,,2.1,0.8
CPT,197957,,2.1,0.8
CPT,197958,,2.1,0.8
CPT,198123,,2.1,0.8
CPT,198134,,2.1,0.8
CPT,199128,,2.1,0.79
CPT,199132,,2.1,0.79
CPT,200237,,2.1,0.75
CPT,200781,,2.1,0.79
CPT,202182,,2.1,0.79
CPT,202209,,2.1,0.79
CPT,202924,,2.1,0.79
CPT,207102,,2.1,0.75
CPT,208049,,2.1,0.8
CPT,208184,,2.1,
CPT,211042,,2.1,0.78
CPT,211604,,2.1,0.8
CPT,211974,,2.1,0.78
CPT,213421,,2.1,0.8
CPT,216988,,2.1,0.75
CPT,216991,,2.1,0.75
CPT,216992,,2.1,0.75
CPT,217363,,2.1,
CPT,218165,,2.1,0.8
CPT,218169,,2.1,0.79
CPT,218579,,2.1,
CPT,218823,,2.1,
CPT,220788,,2.1,0.8
CPT,220790,,2.1,0.8
CPT,221020,,2.1,0.8
CPT,221591,,2.1,
CPT,221819,,2.1,0.8
CPT,223011,,2.1,0.8
CPT,224497,,2.1,0.81
CPT,224526,,2.1,0.81
CPT,224532,,2.1,0.81
CPT,224539,,2.1,0.81
CPT,224543,,2.1,
CPT,224551,,2.1,
CPT,224569,,2.1,0.81
CPT,224575,,2.1,0.81
CPT,224576,,2.1,0.81
CPT,224590,,2.1,0.81
CPT,224678,,2.1,
CPT,224706,,2.1,
CPT,225398,,2.1,0.856
CPT,184801,,2.09,0.79
CPT,197866,,2.09,0.78
CPT,197867,,2.09,0.8
CPT,56006,,2.08,
CPT,56886,,2.08,
CPT,87938,,2.08,0.85
CPT,134665,,2.08,0.8
CPT,143411,,2.08,0.8
CPT,144304,,2.08,0.8
CPT,168274,,2.08,0.79
CPT,174656,,2.08,0.8
CPT,184796,,2.08,0.79
CPT,184798,,2.08,0.79
CPT,190676,,2.08,0.79
CPT,199347,,2.08,0.8
CPT,125729,,2.07,0.8
CPT,199341,,2.07,0.8
CPT,199343,,2.07,0.8
CPT,199344,,2.07,0.8
CPT,71976,,2.06,0.85
CPT,129043,,2.06,0.58
CPT,143394,,2.06,0.8
CPT,147196,,2.06,0.75
CPT,157738,,2.06,0.8
CPT,160931,,2.06,0.8
CPT,190060,,2.06,0.78
CPT,199349,,2.06,0.8
CPT,213476,,2.06,
CPT,13853,,2.05,
CPT,54207,,2.05,
CPT,55198,,2.05,
CPT,55998,,2.05,
CPT,62488,,2.05,
CPT,90676,,2.05,0.75
CPT,93997,,2.05,0.805000007152557
CPT,94001,,2.05,0.805000007152557
CPT,97332,,2.05,
CPT,102394,,2.05,0.8
CPT,105948,,2.05,0.8
CPT,115687,,2.05,0.8
CPT,125556,,2.05,0.8
CPT,125793,,2.05,
CPT,173830,,2.05,0.8
CPT,187847,,2.05,0.79
CPT,198418,,2.05,0.79
CPT,212682,,2.05,0.8
CPT,224491,,2.05,
CPT,9682,,2.04,0.8
CPT,138937,,2.04,0.8
CPT,145415,,2.04,0.8
CPT,147879,,2.04,0.8
CPT,156970,,2.04,0.8
CPT,184799,,2.04,0.79
CPT,186408,,2.04,0.79
CPT,187392,,2.04,0.8
CPT,192275,,2.04,0.78
CPT,197702,,2.04,0.8
CPT,211078,,2.04,0.75
CPT,216549,,2.04,0.75
CPT,218408,,2.04,0.79
CPT,105244,,2.03,0.79
CPT,122454,,2.03,
CPT,126600,,2.03,0.8
CPT,160060,,2.03,0.8
CPT,166739,,2.03,0.8
CPT,207853,,2.03,0.8
CPT,9892,,2.02,0.8
CPT,76017,,2.02,
CPT,103749,,2.02,0.8
CPT,115985,,2.02,0.79
CPT,115986,,2.02,0.79
CPT,123066,,2.02,0.85
CPT,123157,,2.02,0.8
CPT,139809,,2.02,0.8
CPT,153463,,2.02,0.8
CPT,166710,,2.02,
CPT,166744,,2.02,0.8
CPT,175152,,2.02,0.8
CPT,186413,,2.02,0.79
CPT,187141,,2.02,0.8
CPT,189216,,2.02,0.79
CPT,194330,,2.02,0.8
CPT,49990,,2.01,0.81
CPT,49992,,2.01,0.81
CPT,54612,,2.01,0.81
CPT,106215,,2.01,0.8
CPT,220061,,2.01,0.8
CPT,2,,2,
CPT,4,,2,
CPT,5,,2,
CPT,25,,2,
CPT,28,,2,
CPT,47,,2,
CPT,51,,2,
CPT,60,,2,
CPT,65,,2,
CPT,66,,2,
CPT,69,,2,
CPT,79,,2,
CPT,83,,2,
CPT,85,,2,
CPT,86,,2,
CPT,87,,2,
CPT,94,,2,
CPT,98,,2,
CPT,100,,2,
CPT,103,,2,
CPT,104,,2,
CPT,105,,2,
CPT,113,,2,
CPT,127,,2,
CPT,133,,2,
CPT,136,,2,
CPT,149,,2,
CPT,150,,2,
CPT,151,,2,
CPT,152,,2,
CPT,187,,2,
CPT,188,,2,
CPT,189,,2,
CPT,190,,2,
CPT,191,,2,
CPT,192,,2,
CPT,194,,2,
CPT,195,,2,
CPT,201,,2,
CPT,246,,2,
CPT,253,,2,
CPT,259,,2,
CPT,260,,2,
CPT,262,,2,
CPT,263,,2,
CPT,286,,2,
CPT,288,,2,
CPT,289,,2,
CPT,295,,2,
CPT,296,,2,
CPT,297,,2,
CPT,298,,2,
CPT,299,,2,
CPT,300,,2,
CPT,303,,2,
CPT,304,,2,
CPT,305,,2,
CPT,308,,2,
CPT,309,,2,
CPT,311,,2,
CPT,312,,2,
CPT,313,,2,
CPT,314,,2,
CPT,316,,2,
CPT,327,,2,
CPT,335,,2,
CPT,341,,2,
CPT,348,,2,
CPT,350,,2,
CPT,359,,2,
CPT,360,,2,
CPT,368,,2,
CPT,372,,2,
CPT,376,,2,
CPT,379,,2,
CPT,382,,2,
CPT,383,,2,
CPT,384,,2,
CPT,385,,2,
CPT,386,,2,
CPT,392,,2,
CPT,393,,2,
CPT,394,,2,
CPT,395,,2,
CPT,396,,2,
CPT,398,,2,
CPT,401,,2,
CPT,405,,2,
CPT,406,,2,
CPT,408,,2,
CPT,415,,2,
CPT,423,,2,
CPT,424,,2,
CPT,431,,2,
CPT,432,,2,
CPT,438,,2,
CPT,441,,2,
CPT,442,,2,
CPT,444,,2,
CPT,453,,2,
CPT,455,,2,
CPT,457,,2,
CPT,460,,2,
CPT,461,,2,
CPT,462,,2,
CPT,465,,2,
CPT,467,,2,
CPT,469,,2,
CPT,472,,2,
CPT,473,,2,
CPT,474,,2,
CPT,477,,2,
CPT,483,,2,
CPT,484,,2,
CPT,486,,2,
CPT,487,,2,
CPT,488,,2,
CPT,500,,2,
CPT,501,,2,
CPT,514,,2,
CPT,519,,2,
CPT,524,,2,
CPT,528,,2,
CPT,531,,2,
CPT,532,,2,
CPT,533,,2,
CPT,535,,2,
CPT,538,,2,
CPT,540,,2,
CPT,544,,2,
CPT,545,,2,
CPT,546,,2,
CPT,548,,2,
CPT,550,,2,
CPT,554,,2,
CPT,555,,2,
CPT,560,,2,
CPT,561,,2,
CPT,564,,2,
CPT,566,,2,
CPT,570,,2,
CPT,572,,2,
CPT,573,,2,
CPT,574,,2,
CPT,576,,2,
CPT,577,,2,
CPT,578,,2,
CPT,579,,2,
CPT,580,,2,
CPT,581,,2,
CPT,582,,2,
CPT,583,,2,
CPT,585,,2,
CPT,586,,2,
CPT,587,,2,
CPT,588,,2,
CPT,589,,2,
CPT,590,,2,
CPT,591,,2,
CPT,592,,2,
CPT,594,,2,
CPT,595,,2,
CPT,596,,2,
CPT,597,,2,
CPT,598,,2,
CPT,600,,2,
CPT,601,,2,
CPT,618,,2,
CPT,619,,2,
CPT,621,,2,
CPT,630,,2,
CPT,632,,2,
CPT,642,,2,
CPT,644,,2,
CPT,655,,2,
CPT,659,,2,
CPT,671,,2,
CPT,683,,2,
CPT,686,,2,
CPT,688,,2,
CPT,689,,2,
CPT,691,,2,
CPT,702,,2,
CPT,703,,2,
CPT,710,,2,
CPT,718,,2,
CPT,723,,2,
CPT,726,,2,
CPT,729,,2,
CPT,734,,2,
CPT,753,,2,
CPT,754,,2,
CPT,755,,2,
CPT,772,,2,
CPT,780,,2,
CPT,792,,2,
CPT,798,,2,
CPT,803,,2,
CPT,825,,2,
CPT,826,,2,
CPT,835,,2,
CPT,836,,2,
CPT,837,,2,
CPT,840,,2,
CPT,841,,2,
CPT,846,,2,
CPT,847,,2,
CPT,848,,2,
CPT,849,,2,
CPT,852,,2,
CPT,853,,2,
CPT,854,,2,
CPT,856,,2,
CPT,858,,2,
CPT,862,,2,
CPT,868,,2,
CPT,903,,2,
CPT,909,,2,
CPT,910,,2,
CPT,925,,2,
CPT,937,,2,
CPT,938,,2,
CPT,940,,2,
CPT,953,,2,
CPT,957,,2,
CPT,985,,2,
CPT,988,,2,
CPT,989,,2,
CPT,993,,2,
CPT,1006,,2,
CPT,1008,,2,
CPT,1010,,2,
CPT,1015,,2,
CPT,1020,,2,
CPT,1021,,2,
CPT,1022,,2,
CPT,1023,,2,
CPT,1024,,2,
CPT,1026,,2,
CPT,1031,,2,
CPT,1032,,2,
CPT,1033,,2,
CPT,1034,,2,
CPT,1037,,2,
CPT,1039,,2,
CPT,1041,,2,
CPT,1043,,2,
CPT,1046,,2,
CPT,1049,,2,
CPT,1050,,2,
CPT,1052,,2,
CPT,1053,,2,
CPT,1055,,2,
CPT,1056,,2,
CPT,1059,,2,
CPT,1060,,2,
CPT,1061,,2,
CPT,1062,,2,
CPT,1063,,2,
CPT,1065,,2,
CPT,1066,,2,
CPT,1073,,2,
CPT,1076,,2,
CPT,1080,,2,
CPT,1083,,2,
CPT,1091,,2,
CPT,1093,,2,
CPT,1095,,2,
CPT,1099,,2,
CPT,1101,,2,
CPT,1103,,2,
CPT,1104,,2,
CPT,1105,,2,
CPT,1106,,2,
CPT,1107,,2,
CPT,1108,,2,
CPT,1109,,2,
CPT,1112,,2,
CPT,1113,,2,
CPT,1114,,2,
CPT,1116,,2,
CPT,1123,,2,
CPT,1127,,2,
CPT,1128,,2,
CPT,1129,,2,
CPT,1130,,2,
CPT,1133,,2,
CPT,1135,,2,
CPT,1136,,2,
CPT,1137,,2,
CPT,1143,,2,
CPT,1151,,2,
CPT,1179,,2,
CPT,1180,,2,
CPT,1181,,2,
CPT,1182,,2,
CPT,1183,,2,
CPT,1184,,2,
CPT,1185,,2,
CPT,1189,,2,
CPT,1190,,2,
CPT,1191,,2,
CPT,1192,,2,
CPT,1194,,2,
CPT,1196,,2,
CPT,1197,,2,
CPT,1198,,2,
CPT,1199,,2,
CPT,1200,,2,
CPT,1201,,2,
CPT,1202,,2,
CPT,1203,,2,
CPT,1204,,2,
CPT,1205,,2,
CPT,1206,,2,
CPT,1207,,2,
CPT,1208,,2,
CPT,1209,,2,
CPT,1210,,2,
CPT,1211,,2,
CPT,1212,,2,
CPT,1213,,2,
CPT,1214,,2,
CPT,1216,,2,
CPT,1223,,2,
CPT,1224,,2,
CPT,1225,,2,
CPT,1230,,2,
CPT,1231,,2,
CPT,1239,,2,
CPT,1240,,2,
CPT,1244,,2,
CPT,1252,,2,
CPT,1253,,2,
CPT,1266,,2,
CPT,1285,,2,
CPT,1286,,2,
CPT,1288,,2,
CPT,1290,,2,
CPT,1293,,2,
CPT,1302,,2,
CPT,1306,,2,
CPT,1307,,2,
CPT,1309,,2,
CPT,1311,,2,
CPT,1313,,2,
CPT,1314,,2,
CPT,1316,,2,
CPT,1317,,2,
CPT,1318,,2,
CPT,1320,,2,
CPT,1322,,2,
CPT,1324,,2,
CPT,1325,,2,
CPT,1327,,2,
CPT,1328,,2,
CPT,1329,,2,
CPT,1330,,2,
CPT,1333,,2,
CPT,1336,,2,
CPT,1337,,2,
CPT,1339,,2,
CPT,1340,,2,
CPT,1345,,2,
CPT,1350,,2,
CPT,1352,,2,
CPT,1356,,2,
CPT,1363,,2,
CPT,1364,,2,
CPT,1366,,2,
