File Name,File Key,d,End Depth,Depth,Measured Vs,Subset_Region,Subset_Geology,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT,57348,16,16.5,16.25,217,2,1,16.74270267,0.119701416,264.5503044,322.0612402,704.1039728,263.2124621,265.6469414,241.028889,419.8004533,1.749510882,-0.198134066,-0.394844361,-1.17702868,-0.193064193,-0.202270786,-0.105019444,-0.659882134
SCPT,57348,16.5,17,16.75,243.5,2,1,19.04734305,0.172226051,283.4960487,345.1256246,742.1662952,284.7871971,312.9833698,255.2170687,443.9452682,1.776714518,-0.152081243,-0.348791538,-1.114456393,-0.156625282,-0.251033115,-0.04699749,-0.600584342
SCPT,57348,17,17.5,17.25,275,2,1,19.78867882,0.185965569,289.1358365,351.9914531,755.216838,290.3619713,323.9093498,260.3861481,451.876288,1.778735802,-0.050125503,-0.246835797,-1.010233813,-0.054357224,-0.163692594,0.054605383,-0.496637346
SCPT,57348,17.5,18,17.75,278,2,1,6.498446402,0.121182983,245.3738028,298.7159339,494.7743777,228.2060471,277.7475902,215.7710465,426.9761259,2.398312961,0.12483834,-0.071871954,-0.576480742,0.197372177,0.000908361,0.253403238,-0.429106987
SCPT,57348,18,18.5,18.25,215.5,2,1,11.01157912,0.079713936,251.2083149,305.8188182,607.2624867,233.2767195,224.8308538,226.5857734,408.7942171,1.949558237,-0.153321625,-0.35003192,-1.036000221,-0.079264477,-0.042387449,-0.050162654,-0.640250983
SCPT,57348,18.5,19,18.75,222,2,1,14.39480492,0.129828627,275.04299,334.8349443,674.7520297,261.4683353,274.8102839,247.0788514,439.4162261,1.909549715,-0.214250031,-0.410960325,-1.111667878,-0.163635806,-0.213403601,-0.10703014,-0.682769705
SCPT,57348,19,19.5,19.25,243.5,2,1,16.09230497,0.130235732,279.0107345,339.665242,705.6170833,266.5623967,274.0990256,252.9875045,442.8987408,1.842706657,-0.136133313,-0.332843608,-1.063955773,-0.090491408,-0.118372506,-0.038223156,-0.598224225
SCPT,57348,19.5,20,19.75,209.5,2,1,19.34080366,0.166605807,294.2560548,358.2247623,758.6186106,285.5017994,305.2153562,267.0384013,460.9133424,1.798301855,-0.339726584,-0.536436878,-1.286775422,-0.309524592,-0.376293874,-0.242668734,-0.788486309
SCPT,61758,1.5,2,1.75,97,2,1,7.800245982,0.075683489,153.1269574,186.4154264,421.9020337,187.039703,209.0319134,112.1665632,224.3288355,1.809639845,-0.456556386,-0.65326668,-1.470062161,-0.656609931,-0.767775957,-0.145273959,-0.838402012
SCPT,61758,2,2.5,2.25,95,2,1,4.393643613,0.062714305,144.7737917,176.2463552,346.8605068,175.6792298,207.7121579,108.5634893,231.3973992,2.112937911,-0.421295575,-0.61800587,-1.29504581,-0.614782883,-0.782276373,-0.133458265,-0.890259684
SCPT,61758,2.5,3,2.75,93,2,1,3.051407039,0.095257996,147.552074,179.6286118,307.8674492,187.2944332,275.4377327,112.8091302,256.4393753,2.45798201,-0.461581664,-0.658291958,-1.197069837,-0.700082395,-1.085762094,-0.193097784,-1.01429279
SCPT,61758,3,3.5,3.25,100,2,1,5.629471256,0.107557175,167.7650833,204.2357536,394.9294833,210.1533033,283.5615469,130.4136096,273.0770322,2.124981338,-0.517394501,-0.714104796,-1.37353704,-0.742667094,-1.04225901,-0.265540826,-1.004583739
SCPT,61758,3.5,4,3.75,123,2,1,4.091002193,0.03044084,142.5242196,173.5077456,354.519699,163.3008453,156.6505649,116.7391751,239.7680821,2.001614731,-0.147327592,-0.344037886,-1.058579557,-0.283409821,-0.241833268,0.052242182,-0.667487776
SCPT,61758,4,4.5,4.25,141,2,1,3.918514941,0.029024493,144.2078856,175.5574259,353.1492341,162.4934784,154.5985322,119.6670478,245.9054708,2.030420269,-0.022496018,-0.219206312,-0.918130837,-0.141877978,-0.092071752,0.164046606,-0.556187307
SCPT,61758,4.5,5,4.75,134,2,1,5.410750939,0.035284338,156.6581771,190.7143025,404.0347457,173.8605928,162.9020252,131.4215724,260.0713637,1.903653692,-0.156226416,-0.35293671,-1.103661079,-0.260413987,-0.195309148,0.019429534,-0.663116269
SCPT,61758,5,5.5,5.25,144,2,1,10.77908113,0.063157535,183.7623367,223.7106707,531.1040113,205.3476306,196.5790805,156.6293766,289.2046703,1.659177566,-0.243829975,-0.440540269,-1.305144581,-0.354891002,-0.311251496,-0.084069056,-0.69732134
SCPT,61758,5.5,6,5.75,113,2,1,9.485196009,0.065319457,185.9770322,226.4068218,510.9433916,205.8293423,203.6001645,158.1613631,296.971955,1.752725581,-0.498235365,-0.694945659,-1.508870986,-0.599659571,-0.588770274,-0.336227979,-0.966249888
SCPT,61758,6,6.5,6.25,157,2,1,5.607451143,0.042879192,169.8302752,206.7499003,421.4416688,183.5613829,178.6346435,144.9257562,286.0520188,1.969831775,-0.078553752,-0.275264046,-0.987435573,-0.156303318,-0.129096817,0.08002422,-0.599927873
SCPT,61758,6.5,7,6.75,132,2,1,5.462192753,0.036373968,169.0717067,205.8264256,420.2469303,179.0944903,166.8348524,145.5070715,285.4597285,1.96291231,-0.247521002,-0.444231297,-1.158040545,-0.305111623,-0.234202493,-0.097422764,-0.771299041
SCPT,61758,7,7.5,7.25,164,2,1,8.875315901,0.056171233,190.0466473,231.3611358,509.9347836,202.8781078,192.8407742,165.024836,308.6776455,1.788966797,-0.147403126,-0.34411342,-1.134416414,-0.212738917,-0.161998416,-0.006229556,-0.632431086
SCPT,61758,7.5,8,7.75,184.5,2,1,11.35603857,0.067295033,201.3720122,245.1485366,563.9848958,215.7138891,205.0881407,176.8243628,321.9872006,1.697741166,-0.087504541,-0.284214835,-1.117378007,-0.156303479,-0.105790378,0.042492524,-0.556862332
